index,Total,Fishing,TugTow,Recreational,Passenger,Cargo,Tanker,Other,Unavailable
2019-10-04,407.0,5.0,41.0,187.0,68.0,28.0,15.0,26.0,37.0
2019-10-05,438.0,8.0,42.0,232.0,63.0,24.0,18.0,19.0,32.0
2019-10-06,457.0,5.0,44.0,261.0,48.0,25.0,18.0,21.0,35.0
2019-10-07,416.0,12.0,41.0,202.0,54.0,24.0,20.0,26.0,37.0
2019-10-08,396.0,9.0,41.0,194.0,46.0,25.0,18.0,32.0,31.0
2019-10-09,410.0,7.0,44.0,189.0,61.0,25.0,15.0,34.0,35.0
2019-10-10,433.0,7.0,46.0,192.0,65.0,25.0,17.0,40.0,41.0
2019-10-11,512.0,7.0,47.0,251.0,73.0,26.0,17.0,45.0,46.0
2019-10-12,546.0,3.0,47.0,303.0,70.0,24.0,15.0,37.0,47.0
2019-10-13,559.0,5.0,44.0,325.0,65.0,27.0,10.0,39.0,44.0
2019-10-14,479.0,7.0,44.0,244.0,67.0,24.0,13.0,35.0,45.0
2019-10-15,414.0,5.0,47.0,198.0,52.0,28.0,14.0,27.0,43.0
2019-10-16,416.0,7.0,48.0,193.0,51.0,32.0,15.0,29.0,41.0
2019-10-17,390.0,8.0,48.0,170.0,56.0,26.0,14.0,29.0,39.0
2019-10-18,416.0,5.0,48.0,195.0,62.0,27.0,16.0,29.0,34.0
2019-10-19,435.0,5.0,44.0,226.0,61.0,28.0,16.0,22.0,33.0
2019-10-20,441.0,5.0,40.0,238.0,54.0,27.0,19.0,23.0,35.0
2019-10-21,416.0,5.0,44.0,189.0,65.0,33.0,20.0,25.0,35.0
2019-10-22,405.0,6.0,46.0,181.0,58.0,35.0,18.0,28.0,33.0
2019-10-23,391.0,4.0,45.0,170.0,55.0,36.0,18.0,29.0,34.0
2019-10-24,409.0,5.0,49.0,177.0,61.0,35.0,18.0,28.0,36.0
2019-10-25,432.0,7.0,49.0,200.0,59.0,31.0,18.0,26.0,42.0
2019-10-26,440.0,7.0,45.0,231.0,57.0,27.0,15.0,24.0,34.0
2019-10-27,396.0,4.0,39.0,211.0,50.0,27.0,20.0,17.0,28.0
2019-10-28,367.0,5.0,46.0,175.0,48.0,27.0,18.0,20.0,28.0
2019-10-29,348.0,5.0,45.0,151.0,46.0,28.0,21.0,20.0,32.0
2019-10-30,356.0,7.0,44.0,149.0,53.0,27.0,22.0,26.0,28.0
2019-10-31,342.0,6.0,44.0,139.0,47.0,29.0,23.0,22.0,32.0
2019-11-01,373.0,6.0,42.0,162.0,54.0,28.0,24.0,24.0,33.0
2019-11-02,413.0,8.0,42.0,200.0,62.0,23.0,23.0,24.0,31.0
2019-11-03,427.0,7.0,39.0,236.0,49.0,26.0,20.0,22.0,28.0
2019-11-04,395.0,6.0,47.0,186.0,46.0,26.0,20.0,34.0,30.0
2019-11-05,356.0,6.0,43.0,148.0,48.0,28.0,21.0,30.0,32.0
2019-11-06,354.0,6.0,46.0,149.0,45.0,25.0,22.0,23.0,38.0
2019-11-07,370.0,10.0,46.0,158.0,45.0,26.0,21.0,26.0,38.0
2019-11-08,370.0,6.0,49.0,162.0,51.0,23.0,21.0,25.0,33.0
2019-11-09,412.0,6.0,46.0,207.0,50.0,23.0,20.0,25.0,35.0
2019-11-10,415.0,6.0,47.0,224.0,42.0,23.0,21.0,24.0,28.0
2019-11-11,386.0,7.0,45.0,184.0,53.0,22.0,20.0,26.0,29.0
2019-11-12,369.0,6.0,49.0,160.0,52.0,22.0,20.0,27.0,33.0
2019-11-13,351.0,6.0,53.0,149.0,45.0,23.0,16.0,26.0,33.0
2019-11-14,351.0,7.0,49.0,151.0,52.0,24.0,12.0,23.0,33.0
2019-11-15,370.0,6.0,48.0,172.0,52.0,21.0,11.0,26.0,34.0
2019-11-16,397.0,6.0,42.0,201.0,52.0,21.0,13.0,24.0,38.0
2019-11-17,393.0,6.0,40.0,210.0,45.0,20.0,16.0,22.0,34.0
2019-11-18,386.0,8.0,47.0,180.0,48.0,24.0,16.0,27.0,36.0
2019-11-19,350.0,10.0,47.0,148.0,46.0,25.0,17.0,26.0,31.0
2019-11-20,348.0,15.0,45.0,141.0,41.0,23.0,19.0,31.0,33.0
2019-11-21,365.0,12.0,47.0,148.0,49.0,24.0,21.0,29.0,35.0
2019-11-22,380.0,10.0,48.0,164.0,49.0,21.0,20.0,34.0,34.0
2019-11-23,386.0,10.0,41.0,181.0,49.0,24.0,18.0,28.0,35.0
2019-11-24,377.0,9.0,39.0,195.0,36.0,23.0,20.0,24.0,31.0
2019-11-25,368.0,10.0,43.0,162.0,46.0,22.0,19.0,28.0,38.0
2019-11-26,331.0,9.0,46.0,127.0,44.0,23.0,19.0,26.0,37.0
2019-11-27,324.0,10.0,46.0,131.0,40.0,22.0,18.0,24.0,33.0
2019-11-28,311.0,7.0,42.0,126.0,38.0,27.0,18.0,21.0,32.0
2019-11-29,327.0,9.0,39.0,151.0,34.0,25.0,17.0,20.0,32.0
2019-11-30,322.0,10.0,39.0,138.0,34.0,31.0,18.0,22.0,30.0
2019-12-01,305.0,8.0,38.0,134.0,27.0,34.0,18.0,21.0,25.0
2019-12-02,337.0,9.0,50.0,126.0,41.0,34.0,19.0,25.0,33.0
2019-12-03,314.0,9.0,51.0,121.0,42.0,26.0,12.0,24.0,29.0
2019-12-04,316.0,9.0,49.0,130.0,42.0,23.0,11.0,23.0,29.0
2019-12-05,337.0,10.0,53.0,140.0,50.0,25.0,8.0,22.0,29.0
2019-12-06,334.0,11.0,53.0,130.0,45.0,29.0,9.0,26.0,31.0
2019-12-07,333.0,8.0,49.0,138.0,46.0,25.0,10.0,21.0,36.0
2019-12-08,344.0,11.0,48.0,160.0,41.0,27.0,9.0,19.0,29.0
2019-12-09,336.0,9.0,49.0,147.0,46.0,21.0,9.0,25.0,30.0
2019-12-10,322.0,7.0,51.0,132.0,45.0,22.0,11.0,22.0,32.0
2019-12-11,325.0,11.0,50.0,129.0,46.0,22.0,14.0,24.0,29.0
2019-12-12,334.0,14.0,51.0,131.0,49.0,24.0,14.0,22.0,29.0
2019-12-13,344.0,19.0,45.0,137.0,48.0,26.0,12.0,23.0,34.0
2019-12-14,386.0,26.0,50.0,165.0,50.0,27.0,13.0,21.0,34.0
2019-12-15,363.0,19.0,45.0,169.0,42.0,24.0,14.0,19.0,31.0
2019-12-16,333.0,19.0,44.0,141.0,40.0,21.0,13.0,22.0,33.0
2019-12-17,319.0,12.0,47.0,130.0,38.0,23.0,13.0,24.0,32.0
2019-12-18,313.0,11.0,46.0,124.0,39.0,25.0,14.0,22.0,32.0
2019-12-19,322.0,13.0,41.0,131.0,45.0,26.0,14.0,20.0,32.0
2019-12-20,327.0,11.0,45.0,139.0,48.0,22.0,12.0,19.0,31.0
2019-12-21,330.0,9.0,38.0,153.0,41.0,26.0,15.0,17.0,31.0
2019-12-22,315.0,8.0,39.0,146.0,33.0,29.0,17.0,16.0,27.0
2019-12-23,324.0,15.0,38.0,144.0,44.0,24.0,14.0,17.0,28.0
2019-12-24,311.0,12.0,39.0,137.0,42.0,26.0,14.0,15.0,26.0
2019-12-25,265.0,8.0,34.0,116.0,31.0,26.0,14.0,14.0,22.0
2019-12-26,310.0,13.0,38.0,139.0,35.0,31.0,12.0,15.0,27.0
2019-12-27,331.0,14.0,40.0,153.0,34.0,33.0,12.0,17.0,28.0
2019-12-28,342.0,15.0,38.0,165.0,37.0,25.0,15.0,20.0,27.0
2019-12-29,304.0,13.0,39.0,142.0,34.0,19.0,17.0,17.0,23.0
2019-12-30,317.0,15.0,36.0,140.0,35.0,23.0,20.0,16.0,32.0
2019-12-31,340.0,16.0,37.0,159.0,40.0,23.0,20.0,16.0,29.0
2020-01-01,349.0,13.0,32.0,167.0,52.0,23.0,18.0,19.0,25.0
2020-01-02,318.0,13.0,35.0,141.0,43.0,23.0,15.0,19.0,29.0
2020-01-03,318.0,16.0,40.0,138.0,39.0,25.0,13.0,17.0,30.0
2020-01-04,327.0,14.0,34.0,162.0,37.0,22.0,14.0,16.0,28.0
2020-01-05,315.0,13.0,32.0,166.0,27.0,20.0,13.0,17.0,27.0
2020-01-06,317.0,14.0,35.0,145.0,38.0,22.0,17.0,17.0,29.0
2020-01-07,295.0,11.0,36.0,131.0,34.0,16.0,18.0,18.0,31.0
2020-01-08,305.0,11.0,37.0,131.0,38.0,19.0,15.0,24.0,30.0
2020-01-09,311.0,9.0,39.0,127.0,39.0,22.0,19.0,22.0,34.0
2020-01-10,319.0,15.0,42.0,134.0,41.0,21.0,16.0,18.0,32.0
2020-01-11,344.0,10.0,44.0,166.0,39.0,26.0,14.0,17.0,28.0
2020-01-12,343.0,10.0,42.0,172.0,35.0,25.0,13.0,17.0,29.0
2020-01-13,320.0,9.0,42.0,144.0,38.0,29.0,10.0,16.0,32.0
2020-01-14,322.0,5.0,39.0,147.0,40.0,25.0,13.0,22.0,31.0
2020-01-15,311.0,8.0,40.0,143.0,35.0,20.0,14.0,22.0,29.0
2020-01-16,292.0,7.0,43.0,130.0,34.0,19.0,13.0,22.0,24.0
2020-01-17,322.0,11.0,42.0,138.0,39.0,21.0,15.0,30.0,26.0
2020-01-18,350.0,12.0,36.0,175.0,44.0,23.0,15.0,21.0,24.0
2020-01-19,337.0,10.0,36.0,178.0,34.0,21.0,13.0,20.0,25.0
2020-01-20,305.0,7.0,37.0,149.0,38.0,16.0,12.0,19.0,27.0
2020-01-21,299.0,5.0,44.0,127.0,42.0,16.0,13.0,23.0,29.0
2020-01-22,311.0,11.0,39.0,134.0,41.0,18.0,15.0,25.0,28.0
2020-01-23,315.0,9.0,39.0,132.0,47.0,21.0,16.0,22.0,29.0
2020-01-24,333.0,12.0,37.0,143.0,47.0,25.0,18.0,22.0,29.0
2020-01-25,363.0,13.0,35.0,180.0,47.0,21.0,21.0,17.0,29.0
2020-01-26,345.0,8.0,35.0,187.0,33.0,23.0,19.0,18.0,22.0
2020-01-27,339.0,10.0,41.0,151.0,44.0,20.0,16.0,22.0,35.0
2020-01-28,306.0,6.0,37.0,127.0,47.0,19.0,15.0,23.0,32.0
2020-01-29,309.0,9.0,35.0,140.0,42.0,19.0,12.0,21.0,31.0
2020-01-30,307.0,7.0,37.0,127.0,44.0,25.0,12.0,22.0,33.0
2020-01-31,313.0,10.0,38.0,140.0,41.0,27.0,10.0,20.0,27.0
2020-02-01,366.0,10.0,39.0,198.0,40.0,24.0,9.0,17.0,29.0
2020-02-02,320.0,7.0,33.0,183.0,25.0,23.0,7.0,16.0,26.0
2020-02-03,295.0,5.0,33.0,138.0,41.0,19.0,8.0,20.0,31.0
2020-02-04,305.0,6.0,39.0,130.0,43.0,22.0,8.0,24.0,33.0
2020-02-05,319.0,9.0,37.0,142.0,41.0,24.0,11.0,23.0,32.0
2020-02-06,337.0,7.0,34.0,153.0,46.0,28.0,12.0,25.0,32.0
2020-02-07,345.0,7.0,34.0,159.0,46.0,25.0,14.0,24.0,36.0
2020-02-08,359.0,7.0,31.0,195.0,45.0,20.0,13.0,18.0,30.0
2020-02-09,361.0,4.0,38.0,205.0,31.0,24.0,11.0,19.0,29.0
2020-02-10,336.0,6.0,39.0,164.0,36.0,29.0,12.0,21.0,29.0
2020-02-11,339.0,9.0,39.0,153.0,45.0,30.0,10.0,22.0,31.0
2020-02-12,343.0,10.0,36.0,158.0,42.0,28.0,11.0,27.0,31.0
2020-02-13,342.0,14.0,38.0,155.0,41.0,26.0,13.0,23.0,32.0
2020-02-14,361.0,11.0,37.0,167.0,44.0,30.0,13.0,25.0,34.0
2020-02-15,388.0,11.0,33.0,206.0,47.0,22.0,12.0,23.0,34.0
2020-02-16,389.0,11.0,31.0,227.0,36.0,24.0,12.0,16.0,32.0
2020-02-17,382.0,14.0,35.0,208.0,36.0,24.0,13.0,22.0,30.0
2020-02-18,364.0,12.0,40.0,163.0,44.0,28.0,15.0,26.0,36.0
2020-02-19,345.0,13.0,37.0,150.0,40.0,28.0,16.0,26.0,35.0
2020-02-20,335.0,14.0,37.0,140.0,46.0,29.0,17.0,23.0,29.0
2020-02-21,335.0,10.0,32.0,155.0,46.0,28.0,13.0,25.0,26.0
2020-02-22,376.0,11.0,34.0,196.0,48.0,30.0,11.0,20.0,26.0
2020-02-23,362.0,9.0,33.0,202.0,36.0,28.0,12.0,15.0,27.0
2020-02-24,348.0,9.0,34.0,176.0,38.0,28.0,12.0,26.0,25.0
2020-02-25,320.0,11.0,40.0,146.0,39.0,30.0,10.0,20.0,24.0
2020-02-26,329.0,14.0,35.0,149.0,41.0,27.0,8.0,24.0,31.0
2020-02-27,351.0,12.0,34.0,170.0,44.0,25.0,11.0,24.0,31.0
2020-02-28,347.0,10.0,40.0,164.0,46.0,21.0,13.0,23.0,30.0
2020-02-29,371.0,8.0,39.0,192.0,52.0,17.0,13.0,19.0,31.0
2020-03-01,342.0,6.0,36.0,188.0,34.0,22.0,11.0,16.0,29.0
2020-03-02,345.0,7.0,40.0,165.0,44.0,23.0,11.0,26.0,29.0
2020-03-03,336.0,11.0,39.0,155.0,42.0,20.0,10.0,30.0,29.0
2020-03-04,336.0,9.0,44.0,157.0,43.0,21.0,8.0,26.0,28.0
2020-03-05,329.0,10.0,41.0,147.0,43.0,26.0,10.0,23.0,29.0
2020-03-06,328.0,8.0,41.0,157.0,44.0,23.0,11.0,20.0,24.0
2020-03-07,329.0,7.0,30.0,171.0,46.0,18.0,13.0,19.0,25.0
2020-03-08,350.0,7.0,32.0,201.0,37.0,17.0,11.0,19.0,26.0
2020-03-09,350.0,10.0,36.0,163.0,44.0,21.0,14.0,22.0,40.0
2020-03-10,336.0,11.0,36.0,147.0,42.0,21.0,13.0,27.0,39.0
2020-03-11,350.0,16.0,36.0,153.0,50.0,16.0,15.0,26.0,38.0
2020-03-12,341.0,11.0,35.0,157.0,42.0,20.0,13.0,30.0,33.0
2020-03-13,329.0,9.0,34.0,156.0,49.0,20.0,13.0,18.0,30.0
2020-03-14,308.0,9.0,30.0,150.0,40.0,23.0,11.0,17.0,28.0
2020-03-15,288.0,9.0,30.0,145.0,32.0,22.0,10.0,16.0,24.0
2020-03-16,314.0,11.0,36.0,140.0,42.0,22.0,12.0,22.0,29.0
2020-03-17,282.0,9.0,35.0,126.0,32.0,22.0,13.0,17.0,28.0
2020-03-18,276.0,9.0,37.0,126.0,20.0,23.0,13.0,20.0,28.0
2020-03-19,292.0,10.0,37.0,142.0,23.0,22.0,11.0,20.0,27.0
2020-03-20,293.0,10.0,32.0,147.0,24.0,19.0,14.0,18.0,29.0
2020-03-21,304.0,8.0,31.0,173.0,16.0,21.0,12.0,16.0,27.0
2020-03-22,308.0,7.0,36.0,170.0,14.0,23.0,12.0,16.0,30.0
2020-03-23,287.0,7.0,38.0,136.0,24.0,24.0,14.0,15.0,29.0
2020-03-24,278.0,10.0,38.0,124.0,19.0,26.0,18.0,15.0,28.0
2020-03-25,279.0,6.0,39.0,121.0,25.0,26.0,17.0,17.0,28.0
2020-03-26,290.0,7.0,36.0,136.0,24.0,32.0,16.0,16.0,23.0
2020-03-27,294.0,6.0,37.0,138.0,24.0,27.0,15.0,23.0,24.0
2020-03-28,282.0,8.0,33.0,141.0,18.0,26.0,16.0,22.0,18.0
2020-03-29,268.0,10.0,30.0,134.0,14.0,23.0,14.0,20.0,23.0
2020-03-30,290.0,10.0,34.0,134.0,23.0,24.0,20.0,15.0,30.0
2020-03-31,287.0,9.0,37.0,135.0,21.0,24.0,15.0,24.0,22.0
2020-04-01,302.0,7.0,38.0,141.0,21.0,28.0,13.0,26.0,28.0
2020-04-02,313.0,5.0,41.0,149.0,28.0,28.0,16.0,22.0,24.0
2020-04-03,315.0,5.0,41.0,150.0,24.0,31.0,14.0,23.0,27.0
2020-04-04,289.0,7.0,38.0,134.0,19.0,30.0,17.0,20.0,24.0
2020-04-05,264.0,5.0,42.0,127.0,15.0,25.0,14.0,16.0,20.0
2020-04-06,300.0,11.0,45.0,125.0,24.0,27.0,17.0,17.0,34.0
2020-04-07,292.0,8.0,41.0,131.0,27.0,27.0,16.0,19.0,23.0
2020-04-08,307.0,4.0,37.0,140.0,28.0,30.0,18.0,22.0,28.0
2020-04-09,296.0,4.0,39.0,128.0,26.0,28.0,20.0,23.0,28.0
2020-04-10,304.0,5.0,39.0,149.0,21.0,23.0,16.0,23.0,28.0
2020-04-11,315.0,7.0,32.0,168.0,24.0,25.0,14.0,19.0,26.0
2020-04-12,305.0,7.0,31.0,176.0,15.0,21.0,12.0,20.0,23.0
2020-04-13,323.0,9.0,37.0,169.0,19.0,22.0,16.0,22.0,29.0
2020-04-14,311.0,5.0,44.0,149.0,21.0,24.0,14.0,21.0,33.0
2020-04-15,319.0,5.0,43.0,150.0,28.0,25.0,17.0,23.0,28.0
2020-04-16,293.0,5.0,41.0,133.0,22.0,27.0,16.0,20.0,29.0
2020-04-17,293.0,5.0,40.0,137.0,23.0,26.0,16.0,17.0,29.0
2020-04-18,308.0,5.0,32.0,159.0,21.0,22.0,18.0,22.0,29.0
2020-04-19,302.0,6.0,32.0,166.0,16.0,22.0,16.0,17.0,27.0
2020-04-20,290.0,6.0,35.0,139.0,25.0,20.0,14.0,20.0,31.0
2020-04-21,275.0,7.0,38.0,132.0,22.0,21.0,14.0,18.0,23.0
2020-04-22,303.0,6.0,36.0,145.0,25.0,23.0,14.0,24.0,30.0
2020-04-23,313.0,9.0,30.0,163.0,24.0,27.0,15.0,19.0,26.0
2020-04-24,333.0,6.0,36.0,176.0,28.0,30.0,10.0,20.0,27.0
2020-04-25,352.0,7.0,33.0,203.0,23.0,29.0,12.0,22.0,23.0
2020-04-26,347.0,9.0,36.0,201.0,18.0,27.0,13.0,18.0,25.0
2020-04-27,326.0,7.0,43.0,159.0,23.0,29.0,13.0,21.0,31.0
2020-04-28,309.0,11.0,32.0,149.0,26.0,23.0,14.0,21.0,33.0
2020-04-29,299.0,10.0,27.0,142.0,27.0,20.0,14.0,21.0,38.0
2020-04-30,306.0,13.0,35.0,141.0,21.0,28.0,16.0,20.0,32.0
2020-05-01,308.0,14.0,31.0,152.0,23.0,25.0,14.0,20.0,29.0
2020-05-02,304.0,12.0,31.0,167.0,27.0,20.0,12.0,16.0,19.0
2020-05-03,312.0,10.0,29.0,191.0,19.0,25.0,7.0,14.0,17.0
2020-05-04,306.0,7.0,34.0,165.0,26.0,28.0,8.0,19.0,19.0
2020-05-05,294.0,7.0,36.0,155.0,30.0,22.0,9.0,19.0,16.0
2020-05-06,298.0,8.0,32.0,161.0,24.0,23.0,11.0,19.0,20.0
2020-05-07,324.0,9.0,32.0,180.0,26.0,25.0,11.0,20.0,21.0
2020-05-08,345.0,8.0,33.0,199.0,25.0,25.0,13.0,20.0,22.0
2020-05-09,380.0,10.0,36.0,231.0,25.0,28.0,12.0,19.0,19.0
2020-05-10,339.0,10.0,31.0,203.0,21.0,27.0,11.0,19.0,17.0
2020-05-11,319.0,13.0,35.0,170.0,22.0,24.0,10.0,20.0,25.0
2020-05-12,290.0,9.0,35.0,146.0,24.0,23.0,9.0,21.0,23.0
2020-05-13,314.0,10.0,38.0,157.0,25.0,23.0,7.0,27.0,27.0
2020-05-14,320.0,8.0,38.0,152.0,30.0,25.0,9.0,26.0,32.0
2020-05-15,337.0,7.0,41.0,178.0,25.0,21.0,10.0,22.0,33.0
2020-05-16,378.0,11.0,39.0,219.0,30.0,19.0,7.0,25.0,28.0
2020-05-17,335.0,11.0,36.0,184.0,22.0,24.0,8.0,20.0,30.0
2020-05-18,315.0,14.0,41.0,151.0,28.0,23.0,9.0,20.0,29.0
2020-05-19,323.0,8.0,42.0,147.0,31.0,24.0,11.0,24.0,36.0
2020-05-20,324.0,4.0,39.0,164.0,28.0,24.0,9.0,22.0,34.0
2020-05-21,326.0,5.0,37.0,169.0,27.0,26.0,7.0,21.0,34.0
2020-05-22,336.0,4.0,34.0,190.0,29.0,24.0,6.0,18.0,31.0
2020-05-23,379.0,7.0,29.0,236.0,27.0,24.0,10.0,21.0,25.0
2020-05-24,402.0,9.0,31.0,259.0,24.0,23.0,9.0,17.0,30.0
2020-05-25,406.0,7.0,37.0,267.0,24.0,20.0,9.0,19.0,23.0
2020-05-26,374.0,14.0,39.0,202.0,31.0,22.0,12.0,21.0,33.0
2020-05-27,353.0,19.0,42.0,171.0,32.0,21.0,10.0,24.0,34.0
2020-05-28,360.0,21.0,40.0,181.0,28.0,23.0,12.0,21.0,34.0
2020-05-29,350.0,22.0,41.0,176.0,26.0,23.0,11.0,19.0,32.0
2020-05-30,322.0,18.0,33.0,168.0,26.0,24.0,11.0,17.0,25.0
2020-05-31,349.0,22.0,33.0,203.0,20.0,20.0,9.0,18.0,24.0
2020-06-01,350.0,20.0,40.0,174.0,28.0,25.0,8.0,23.0,32.0
2020-06-02,336.0,10.0,43.0,172.0,27.0,24.0,7.0,25.0,28.0
2020-06-03,338.0,10.0,38.0,175.0,31.0,26.0,7.0,23.0,28.0
2020-06-04,345.0,16.0,36.0,176.0,33.0,26.0,7.0,23.0,28.0
2020-06-05,321.0,11.0,36.0,163.0,34.0,25.0,8.0,21.0,23.0
2020-06-06,353.0,11.0,37.0,200.0,32.0,20.0,8.0,23.0,22.0
2020-06-07,324.0,9.0,33.0,190.0,27.0,20.0,8.0,20.0,17.0
2020-06-08,317.0,7.0,39.0,168.0,26.0,22.0,7.0,25.0,23.0
2020-06-09,327.0,7.0,41.0,171.0,28.0,19.0,8.0,27.0,26.0
2020-06-10,347.0,8.0,42.0,188.0,28.0,21.0,7.0,28.0,25.0
2020-06-11,387.0,7.0,39.0,212.0,32.0,26.0,14.0,28.0,29.0
2020-06-12,364.0,8.0,42.0,185.0,35.0,22.0,15.0,27.0,30.0
2020-06-13,392.0,10.0,34.0,228.0,30.0,22.0,14.0,20.0,34.0
2020-06-14,393.0,17.0,37.0,237.0,22.0,19.0,13.0,20.0,28.0
2020-06-15,363.0,16.0,44.0,188.0,26.0,20.0,10.0,29.0,30.0
2020-06-16,345.0,12.0,46.0,173.0,28.0,21.0,11.0,26.0,28.0
2020-06-17,353.0,18.0,42.0,183.0,34.0,20.0,10.0,21.0,25.0
2020-06-18,386.0,23.0,43.0,195.0,36.0,21.0,11.0,25.0,32.0
2020-06-19,397.0,24.0,41.0,211.0,33.0,19.0,9.0,26.0,34.0
2020-06-20,424.0,26.0,35.0,248.0,33.0,19.0,9.0,22.0,32.0
2020-06-21,396.0,19.0,33.0,250.0,26.0,18.0,7.0,20.0,23.0
2020-06-22,377.0,19.0,37.0,205.0,30.0,20.0,9.0,23.0,34.0
2020-06-23,356.0,14.0,40.0,179.0,36.0,20.0,9.0,22.0,36.0
2020-06-24,362.0,10.0,42.0,188.0,36.0,20.0,9.0,22.0,35.0
2020-06-25,377.0,15.0,41.0,197.0,37.0,23.0,11.0,20.0,33.0
2020-06-26,386.0,18.0,41.0,193.0,38.0,29.0,12.0,22.0,33.0
2020-06-27,410.0,22.0,36.0,232.0,31.0,26.0,12.0,23.0,28.0
2020-06-28,373.0,15.0,32.0,221.0,24.0,23.0,12.0,18.0,28.0
2020-06-29,349.0,13.0,44.0,184.0,27.0,22.0,10.0,20.0,29.0
2020-06-30,335.0,12.0,45.0,170.0,30.0,18.0,11.0,22.0,27.0
2020-07-01,349.0,10.0,44.0,183.0,30.0,19.0,9.0,26.0,28.0
2020-07-02,381.0,11.0,44.0,211.0,32.0,25.0,10.0,18.0,30.0
2020-07-03,418.0,9.0,39.0,249.0,34.0,25.0,10.0,22.0,30.0
2020-07-04,410.0,10.0,32.0,267.0,30.0,18.0,11.0,17.0,25.0
2020-07-05,402.0,12.0,35.0,265.0,26.0,13.0,10.0,18.0,23.0
2020-07-06,383.0,13.0,40.0,217.0,31.0,18.0,11.0,21.0,32.0
2020-07-07,331.0,11.0,41.0,179.0,32.0,16.0,9.0,16.0,27.0
2020-07-08,338.0,10.0,42.0,182.0,31.0,17.0,8.0,21.0,27.0
2020-07-09,358.0,10.0,41.0,196.0,33.0,21.0,5.0,22.0,30.0
2020-07-10,363.0,10.0,41.0,196.0,38.0,20.0,5.0,22.0,31.0
2020-07-11,415.0,12.0,34.0,261.0,37.0,22.0,4.0,20.0,25.0
2020-07-12,412.0,11.0,34.0,281.0,24.0,20.0,3.0,16.0,23.0
2020-07-13,395.0,17.0,44.0,218.0,31.0,22.0,6.0,22.0,35.0
2020-07-14,353.0,16.0,46.0,181.0,27.0,20.0,7.0,22.0,34.0
2020-07-15,376.0,18.0,48.0,184.0,28.0,25.0,8.0,30.0,35.0
2020-07-16,365.0,22.0,43.0,180.0,34.0,23.0,9.0,24.0,30.0
2020-07-17,366.0,11.0,42.0,197.0,31.0,26.0,7.0,25.0,27.0
2020-07-18,378.0,7.0,38.0,226.0,30.0,24.0,7.0,23.0,23.0
2020-07-19,387.0,8.0,36.0,237.0,23.0,26.0,8.0,20.0,29.0
2020-07-20,355.0,3.0,40.0,196.0,31.0,20.0,7.0,27.0,31.0
2020-07-21,330.0,4.0,40.0,182.0,25.0,19.0,8.0,24.0,28.0
2020-07-22,331.0,8.0,38.0,182.0,26.0,18.0,6.0,25.0,28.0
2020-07-23,343.0,6.0,41.0,188.0,28.0,20.0,8.0,23.0,29.0
2020-07-24,370.0,8.0,40.0,206.0,33.0,21.0,7.0,24.0,31.0
2020-07-25,397.0,9.0,37.0,247.0,25.0,21.0,7.0,20.0,31.0
2020-07-26,386.0,7.0,36.0,246.0,19.0,25.0,9.0,16.0,28.0
2020-07-27,360.0,5.0,40.0,193.0,29.0,28.0,10.0,28.0,27.0
2020-07-28,341.0,6.0,44.0,186.0,25.0,25.0,8.0,20.0,27.0
2020-07-29,357.0,10.0,49.0,182.0,29.0,24.0,9.0,22.0,32.0
2020-07-30,389.0,9.0,44.0,213.0,33.0,26.0,7.0,24.0,33.0
2020-07-31,391.0,12.0,44.0,217.0,35.0,24.0,7.0,21.0,31.0
2020-08-01,403.0,11.0,36.0,248.0,27.0,20.0,10.0,20.0,31.0
2020-08-02,390.0,9.0,37.0,243.0,19.0,24.0,10.0,18.0,30.0
2020-08-03,382.0,8.0,45.0,215.0,24.0,19.0,11.0,26.0,34.0
2020-08-04,332.0,10.0,49.0,165.0,20.0,21.0,8.0,23.0,36.0
2020-08-05,342.0,11.0,51.0,169.0,26.0,16.0,7.0,25.0,37.0
2020-08-06,358.0,11.0,50.0,184.0,29.0,16.0,5.0,25.0,38.0
2020-08-07,390.0,13.0,47.0,211.0,32.0,21.0,7.0,24.0,35.0
2020-08-08,427.0,10.0,39.0,266.0,24.0,18.0,5.0,23.0,42.0
2020-08-09,426.0,12.0,38.0,266.0,22.0,22.0,4.0,23.0,39.0
2020-08-10,390.0,12.0,46.0,213.0,26.0,23.0,5.0,25.0,40.0
2020-08-11,367.0,13.0,43.0,185.0,29.0,24.0,8.0,25.0,40.0
2020-08-12,366.0,12.0,46.0,196.0,25.0,21.0,8.0,23.0,35.0
2020-08-13,368.0,10.0,47.0,191.0,31.0,24.0,9.0,24.0,32.0
2020-08-14,409.0,10.0,46.0,235.0,34.0,22.0,9.0,24.0,29.0
2020-08-15,427.0,12.0,40.0,270.0,30.0,19.0,7.0,20.0,29.0
2020-08-16,399.0,13.0,41.0,252.0,24.0,19.0,8.0,20.0,22.0
2020-08-17,372.0,12.0,49.0,207.0,28.0,18.0,10.0,23.0,25.0
2020-08-18,349.0,11.0,51.0,179.0,31.0,21.0,9.0,22.0,25.0
2020-08-19,358.0,11.0,50.0,184.0,30.0,22.0,13.0,21.0,27.0
2020-08-20,364.0,9.0,50.0,189.0,33.0,23.0,13.0,20.0,27.0
2020-08-21,377.0,12.0,49.0,193.0,34.0,24.0,15.0,21.0,29.0
2020-08-22,392.0,10.0,40.0,234.0,29.0,19.0,14.0,19.0,27.0
