index,Total,Fishing,TugTow,Recreational,Passenger,Cargo,Tanker,Other,Unavailable
2018-11-14,333.0,19.0,49.0,127.0,54.0,26.0,11.0,22.0,25.0
2018-11-15,334.0,15.0,50.0,126.0,54.0,29.0,12.0,20.0,28.0
2018-11-16,334.0,13.0,48.0,133.0,54.0,30.0,12.0,21.0,23.0
2018-11-17,318.0,14.0,48.0,126.0,50.0,27.0,11.0,19.0,23.0
2018-11-18,303.0,14.0,44.0,126.0,44.0,24.0,10.0,19.0,22.0
2018-11-19,320.0,13.0,45.0,125.0,50.0,27.0,12.0,25.0,23.0
2018-11-20,308.0,11.0,51.0,116.0,46.0,24.0,15.0,22.0,23.0
2018-11-21,302.0,10.0,50.0,112.0,44.0,23.0,17.0,21.0,25.0
2018-11-22,279.0,6.0,47.0,109.0,45.0,22.0,16.0,17.0,17.0
2018-11-23,274.0,4.0,40.0,114.0,38.0,25.0,15.0,18.0,20.0
2018-11-24,307.0,10.0,40.0,147.0,41.0,24.0,12.0,18.0,15.0
2018-11-25,349.0,12.0,36.0,168.0,44.0,35.0,14.0,19.0,21.0
2018-11-26,335.0,11.0,42.0,137.0,47.0,39.0,10.0,26.0,23.0
2018-11-27,317.0,10.0,39.0,121.0,48.0,40.0,11.0,25.0,23.0
2018-11-28,321.0,11.0,40.0,119.0,51.0,38.0,12.0,26.0,24.0
2018-11-29,309.0,10.0,40.0,119.0,46.0,33.0,9.0,26.0,26.0
2018-11-30,331.0,9.0,42.0,135.0,57.0,27.0,6.0,30.0,25.0
2018-12-01,338.0,11.0,37.0,149.0,58.0,30.0,7.0,24.0,22.0
2018-12-02,340.0,12.0,38.0,151.0,54.0,35.0,12.0,20.0,18.0
2018-12-03,345.0,13.0,43.0,130.0,56.0,38.0,14.0,25.0,26.0
2018-12-04,312.0,11.0,43.0,115.0,46.0,34.0,11.0,27.0,25.0
2018-12-05,311.0,7.0,47.0,119.0,51.0,26.0,11.0,24.0,26.0
2018-12-06,313.0,11.0,43.0,117.0,57.0,24.0,10.0,26.0,25.0
2018-12-07,335.0,10.0,48.0,124.0,58.0,25.0,10.0,30.0,30.0
2018-12-08,348.0,10.0,45.0,151.0,59.0,24.0,5.0,24.0,30.0
2018-12-09,333.0,10.0,40.0,162.0,49.0,21.0,6.0,20.0,25.0
2018-12-10,317.0,8.0,45.0,133.0,47.0,22.0,10.0,29.0,23.0
2018-12-11,310.0,6.0,39.0,126.0,52.0,25.0,13.0,26.0,23.0
2018-12-12,309.0,7.0,40.0,127.0,50.0,22.0,15.0,25.0,23.0
2018-12-13,323.0,11.0,40.0,126.0,54.0,26.0,14.0,26.0,26.0
2018-12-14,321.0,9.0,40.0,122.0,58.0,26.0,13.0,26.0,27.0
2018-12-15,333.0,8.0,43.0,142.0,55.0,30.0,13.0,21.0,21.0
2018-12-16,305.0,7.0,39.0,129.0,46.0,26.0,15.0,23.0,20.0
2018-12-17,306.0,6.0,49.0,120.0,44.0,24.0,10.0,29.0,24.0
2018-12-18,330.0,10.0,50.0,128.0,44.0,29.0,12.0,31.0,26.0
2018-12-19,326.0,12.0,46.0,134.0,48.0,26.0,10.0,27.0,23.0
2018-12-20,326.0,13.0,43.0,135.0,53.0,26.0,9.0,26.0,21.0
2018-12-21,298.0,10.0,38.0,126.0,52.0,26.0,5.0,24.0,17.0
2018-12-22,301.0,9.0,35.0,140.0,47.0,27.0,5.0,22.0,16.0
2018-12-23,275.0,11.0,37.0,127.0,34.0,29.0,6.0,18.0,13.0
2018-12-24,254.0,10.0,39.0,105.0,38.0,25.0,10.0,17.0,10.0
2018-12-25,239.0,8.0,34.0,110.0,35.0,20.0,8.0,15.0,9.0
2018-12-26,280.0,5.0,36.0,124.0,46.0,27.0,9.0,18.0,15.0
2018-12-27,298.0,5.0,41.0,126.0,46.0,29.0,14.0,21.0,16.0
2018-12-28,298.0,10.0,42.0,137.0,43.0,22.0,12.0,18.0,14.0
2018-12-29,306.0,12.0,38.0,139.0,50.0,29.0,11.0,14.0,13.0
2018-12-30,308.0,9.0,36.0,153.0,42.0,26.0,10.0,17.0,15.0
2018-12-31,297.0,5.0,36.0,136.0,54.0,25.0,9.0,16.0,16.0
2019-01-01,304.0,8.0,36.0,139.0,55.0,21.0,13.0,17.0,15.0
2019-01-02,307.0,9.0,39.0,141.0,43.0,22.0,13.0,23.0,17.0
2019-01-03,301.0,9.0,41.0,129.0,41.0,29.0,10.0,24.0,18.0
2019-01-04,297.0,10.0,44.0,121.0,44.0,26.0,10.0,27.0,15.0
2019-01-05,282.0,8.0,37.0,122.0,45.0,20.0,11.0,25.0,14.0
2019-01-06,253.0,5.0,37.0,102.0,37.0,24.0,14.0,21.0,13.0
2019-01-07,293.0,8.0,42.0,111.0,50.0,28.0,13.0,26.0,15.0
2019-01-08,293.0,4.0,41.0,111.0,46.0,29.0,16.0,25.0,21.0
2019-01-09,293.0,4.0,41.0,115.0,50.0,28.0,11.0,24.0,20.0
2019-01-10,298.0,6.0,45.0,121.0,43.0,25.0,13.0,27.0,18.0
2019-01-11,287.0,5.0,42.0,115.0,48.0,26.0,11.0,25.0,15.0
2019-01-12,328.0,8.0,40.0,160.0,52.0,26.0,10.0,18.0,14.0
2019-01-13,303.0,5.0,36.0,162.0,36.0,25.0,12.0,16.0,11.0
2019-01-14,299.0,4.0,45.0,134.0,43.0,26.0,15.0,19.0,13.0
2019-01-15,299.0,4.0,42.0,123.0,47.0,27.0,15.0,25.0,16.0
2019-01-16,294.0,5.0,45.0,121.0,47.0,27.0,17.0,17.0,15.0
2019-01-17,299.0,5.0,43.0,127.0,48.0,28.0,12.0,17.0,19.0
2019-01-18,305.0,6.0,44.0,134.0,49.0,26.0,10.0,23.0,13.0
2019-01-19,334.0,8.0,42.0,165.0,47.0,30.0,11.0,18.0,13.0
2019-01-20,317.0,4.0,39.0,159.0,38.0,32.0,9.0,21.0,15.0
2019-01-21,321.0,2.0,42.0,156.0,42.0,31.0,10.0,22.0,16.0
2019-01-22,323.0,3.0,46.0,147.0,47.0,30.0,7.0,24.0,19.0
2019-01-23,301.0,6.0,43.0,132.0,48.0,26.0,5.0,24.0,17.0
2019-01-24,313.0,6.0,47.0,135.0,50.0,25.0,3.0,22.0,25.0
2019-01-25,320.0,6.0,44.0,150.0,48.0,22.0,7.0,19.0,24.0
2019-01-26,368.0,5.0,43.0,204.0,46.0,22.0,10.0,16.0,22.0
2019-01-27,365.0,8.0,45.0,195.0,41.0,26.0,12.0,19.0,19.0
2019-01-28,320.0,5.0,43.0,147.0,45.0,23.0,13.0,21.0,23.0
2019-01-29,309.0,3.0,46.0,130.0,51.0,23.0,10.0,23.0,23.0
2019-01-30,303.0,5.0,45.0,123.0,48.0,22.0,8.0,28.0,24.0
2019-01-31,307.0,7.0,48.0,123.0,50.0,21.0,8.0,28.0,22.0
2019-02-01,305.0,6.0,46.0,128.0,45.0,21.0,10.0,27.0,22.0
2019-02-02,293.0,3.0,37.0,134.0,44.0,25.0,11.0,24.0,15.0
2019-02-03,277.0,4.0,39.0,130.0,31.0,26.0,12.0,21.0,14.0
2019-02-04,303.0,5.0,46.0,122.0,45.0,33.0,12.0,24.0,16.0
2019-02-05,299.0,6.0,45.0,120.0,44.0,26.0,16.0,24.0,18.0
2019-02-06,299.0,6.0,45.0,121.0,45.0,29.0,15.0,24.0,14.0
2019-02-07,307.0,8.0,42.0,120.0,48.0,26.0,14.0,30.0,19.0
2019-02-08,298.0,7.0,41.0,115.0,49.0,27.0,12.0,27.0,20.0
2019-02-09,304.0,7.0,40.0,125.0,47.0,29.0,12.0,22.0,22.0
2019-02-10,302.0,6.0,36.0,141.0,37.0,29.0,10.0,24.0,19.0
2019-02-11,306.0,8.0,37.0,121.0,53.0,25.0,11.0,29.0,22.0
2019-02-12,305.0,6.0,41.0,119.0,50.0,24.0,13.0,27.0,25.0
2019-02-13,286.0,6.0,34.0,115.0,47.0,22.0,15.0,24.0,23.0
2019-02-14,289.0,6.0,34.0,112.0,47.0,23.0,19.0,25.0,23.0
2019-02-15,300.0,6.0,42.0,111.0,48.0,25.0,17.0,25.0,26.0
2019-02-16,320.0,3.0,38.0,138.0,50.0,28.0,18.0,26.0,19.0
2019-02-17,317.0,4.0,39.0,144.0,40.0,29.0,19.0,21.0,21.0
2019-02-18,336.0,6.0,37.0,165.0,40.0,25.0,18.0,20.0,25.0
2019-02-19,346.0,5.0,45.0,140.0,53.0,26.0,22.0,27.0,28.0
2019-02-20,325.0,3.0,49.0,127.0,48.0,27.0,20.0,29.0,22.0
2019-02-21,307.0,3.0,47.0,120.0,47.0,29.0,17.0,22.0,22.0
2019-02-22,348.0,5.0,47.0,139.0,59.0,31.0,15.0,25.0,27.0
2019-02-23,375.0,10.0,46.0,171.0,53.0,34.0,13.0,19.0,29.0
2019-02-24,361.0,9.0,36.0,180.0,45.0,38.0,14.0,19.0,20.0
2019-02-25,321.0,6.0,39.0,140.0,50.0,33.0,15.0,23.0,15.0
2019-02-26,292.0,3.0,36.0,125.0,45.0,28.0,14.0,24.0,17.0
2019-02-27,300.0,2.0,43.0,121.0,48.0,31.0,10.0,23.0,22.0
2019-02-28,322.0,4.0,46.0,127.0,52.0,32.0,17.0,21.0,23.0
2019-03-01,324.0,6.0,40.0,135.0,53.0,30.0,16.0,23.0,21.0
2019-03-02,312.0,5.0,43.0,132.0,47.0,30.0,14.0,19.0,22.0
2019-03-03,315.0,8.0,39.0,143.0,43.0,30.0,14.0,20.0,18.0
2019-03-04,305.0,5.0,39.0,131.0,48.0,27.0,13.0,22.0,20.0
2019-03-05,292.0,5.0,41.0,116.0,46.0,33.0,11.0,19.0,21.0
2019-03-06,286.0,3.0,38.0,123.0,45.0,28.0,9.0,20.0,20.0
2019-03-07,307.0,3.0,41.0,136.0,48.0,27.0,10.0,22.0,20.0
2019-03-08,318.0,5.0,37.0,144.0,53.0,26.0,13.0,21.0,19.0
2019-03-09,324.0,6.0,33.0,161.0,50.0,24.0,15.0,18.0,17.0
2019-03-10,324.0,6.0,36.0,167.0,35.0,30.0,13.0,20.0,17.0
2019-03-11,315.0,5.0,39.0,145.0,51.0,25.0,14.0,21.0,15.0
2019-03-12,308.0,6.0,36.0,142.0,47.0,27.0,12.0,20.0,18.0
2019-03-13,314.0,3.0,39.0,141.0,54.0,24.0,13.0,23.0,17.0
2019-03-14,316.0,5.0,47.0,138.0,55.0,25.0,10.0,18.0,18.0
2019-03-15,343.0,6.0,47.0,158.0,53.0,25.0,10.0,20.0,24.0
2019-03-16,392.0,8.0,39.0,209.0,53.0,25.0,12.0,22.0,24.0
2019-03-17,391.0,7.0,40.0,225.0,44.0,26.0,10.0,16.0,23.0
2019-03-18,345.0,8.0,44.0,165.0,52.0,25.0,10.0,20.0,21.0
2019-03-19,317.0,7.0,37.0,146.0,49.0,25.0,11.0,19.0,23.0
2019-03-20,308.0,5.0,39.0,131.0,52.0,26.0,10.0,25.0,20.0
2019-03-21,311.0,7.0,40.0,134.0,53.0,23.0,8.0,24.0,22.0
2019-03-22,310.0,6.0,41.0,141.0,49.0,22.0,10.0,22.0,19.0
2019-03-23,353.0,5.0,36.0,191.0,50.0,22.0,10.0,19.0,20.0
2019-03-24,352.0,6.0,35.0,199.0,41.0,23.0,11.0,17.0,20.0
2019-03-25,334.0,4.0,38.0,150.0,55.0,30.0,13.0,22.0,22.0
2019-03-26,327.0,5.0,36.0,144.0,53.0,29.0,15.0,24.0,21.0
2019-03-27,328.0,4.0,37.0,148.0,51.0,27.0,14.0,23.0,24.0
2019-03-28,322.0,5.0,41.0,134.0,52.0,24.0,14.0,26.0,26.0
2019-03-29,352.0,7.0,43.0,166.0,52.0,22.0,15.0,22.0,25.0
2019-03-30,386.0,5.0,37.0,203.0,61.0,22.0,16.0,18.0,24.0
2019-03-31,401.0,11.0,39.0,222.0,47.0,26.0,14.0,19.0,23.0
2019-04-01,349.0,9.0,43.0,157.0,51.0,28.0,13.0,21.0,27.0
2019-04-02,305.0,8.0,39.0,133.0,50.0,25.0,11.0,20.0,19.0
2019-04-03,322.0,8.0,41.0,140.0,49.0,27.0,10.0,26.0,21.0
2019-04-04,330.0,8.0,40.0,149.0,52.0,26.0,8.0,23.0,24.0
2019-04-05,330.0,9.0,36.0,154.0,53.0,28.0,8.0,20.0,22.0
2019-04-06,359.0,7.0,38.0,182.0,55.0,28.0,10.0,20.0,19.0
2019-04-07,370.0,8.0,37.0,198.0,47.0,28.0,11.0,19.0,22.0
2019-04-08,343.0,9.0,37.0,167.0,50.0,24.0,9.0,28.0,19.0
2019-04-09,313.0,7.0,40.0,144.0,48.0,21.0,11.0,24.0,18.0
2019-04-10,332.0,4.0,43.0,151.0,55.0,21.0,13.0,24.0,21.0
2019-04-11,315.0,4.0,42.0,139.0,55.0,25.0,9.0,21.0,20.0
2019-04-12,351.0,3.0,44.0,171.0,52.0,29.0,11.0,23.0,18.0
2019-04-13,394.0,7.0,40.0,208.0,61.0,26.0,10.0,21.0,21.0
2019-04-14,372.0,6.0,37.0,202.0,50.0,24.0,10.0,20.0,23.0
2019-04-15,330.0,5.0,43.0,148.0,58.0,28.0,10.0,19.0,19.0
2019-04-16,332.0,3.0,44.0,138.0,60.0,30.0,11.0,23.0,23.0
2019-04-17,351.0,7.0,44.0,148.0,61.0,33.0,11.0,21.0,26.0
2019-04-18,354.0,6.0,43.0,157.0,56.0,33.0,16.0,19.0,24.0
2019-04-19,376.0,8.0,42.0,176.0,60.0,28.0,19.0,19.0,24.0
2019-04-20,375.0,5.0,42.0,193.0,57.0,24.0,18.0,16.0,20.0
2019-04-21,350.0,4.0,39.0,182.0,51.0,19.0,18.0,17.0,20.0
2019-04-22,340.0,5.0,39.0,153.0,59.0,19.0,20.0,25.0,20.0
2019-04-23,359.0,4.0,44.0,162.0,59.0,23.0,17.0,28.0,22.0
2019-04-24,362.0,8.0,41.0,173.0,57.0,22.0,18.0,25.0,18.0
2019-04-25,368.0,8.0,40.0,173.0,58.0,24.0,17.0,25.0,23.0
2019-04-26,376.0,8.0,41.0,187.0,58.0,24.0,16.0,22.0,20.0
2019-04-27,445.0,6.0,39.0,246.0,62.0,25.0,20.0,24.0,23.0
2019-04-28,439.0,6.0,38.0,255.0,53.0,26.0,16.0,20.0,25.0
2019-04-29,394.0,8.0,45.0,192.0,57.0,24.0,17.0,24.0,27.0
2019-04-30,386.0,17.0,43.0,188.0,53.0,19.0,18.0,22.0,26.0
2019-05-01,393.0,10.0,48.0,190.0,54.0,18.0,16.0,24.0,33.0
2019-05-02,385.0,7.0,51.0,193.0,54.0,21.0,15.0,20.0,24.0
2019-05-03,412.0,7.0,47.0,227.0,61.0,18.0,14.0,18.0,20.0
2019-05-04,467.0,10.0,41.0,276.0,63.0,15.0,16.0,18.0,28.0
2019-05-05,470.0,11.0,37.0,280.0,54.0,17.0,18.0,26.0,27.0
2019-05-06,381.0,10.0,39.0,190.0,54.0,22.0,19.0,20.0,27.0
2019-05-07,374.0,13.0,43.0,178.0,55.0,25.0,16.0,17.0,27.0
2019-05-08,361.0,6.0,43.0,164.0,59.0,24.0,15.0,20.0,30.0
2019-05-09,356.0,5.0,43.0,168.0,54.0,27.0,15.0,20.0,24.0
2019-05-10,388.0,7.0,44.0,192.0,60.0,26.0,16.0,18.0,25.0
2019-05-11,447.0,8.0,40.0,244.0,65.0,28.0,15.0,16.0,31.0
2019-05-12,396.0,11.0,34.0,220.0,52.0,27.0,13.0,16.0,23.0
2019-05-13,369.0,6.0,43.0,182.0,53.0,25.0,17.0,19.0,24.0
2019-05-14,348.0,7.0,43.0,166.0,48.0,24.0,15.0,19.0,26.0
2019-05-15,336.0,10.0,44.0,150.0,52.0,25.0,16.0,18.0,21.0
2019-05-16,346.0,6.0,43.0,158.0,55.0,25.0,17.0,20.0,22.0
2019-05-17,369.0,9.0,40.0,183.0,54.0,25.0,15.0,18.0,25.0
2019-05-18,372.0,15.0,35.0,186.0,61.0,25.0,14.0,15.0,21.0
2019-05-19,337.0,5.0,32.0,178.0,49.0,27.0,12.0,17.0,17.0
2019-05-20,360.0,7.0,38.0,174.0,54.0,31.0,12.0,20.0,24.0
2019-05-21,348.0,9.0,37.0,160.0,54.0,31.0,13.0,27.0,17.0
2019-05-22,368.0,7.0,37.0,184.0,53.0,33.0,13.0,24.0,17.0
2019-05-23,395.0,10.0,38.0,198.0,62.0,30.0,14.0,24.0,19.0
2019-05-24,445.0,14.0,35.0,234.0,62.0,33.0,14.0,27.0,26.0
2019-05-25,454.0,12.0,31.0,261.0,62.0,29.0,13.0,20.0,26.0
2019-05-26,409.0,6.0,31.0,230.0,56.0,27.0,12.0,19.0,28.0
2019-05-27,438.0,12.0,29.0,254.0,53.0,25.0,17.0,24.0,24.0
2019-05-28,371.0,7.0,29.0,197.0,52.0,24.0,15.0,24.0,23.0
2019-05-29,353.0,6.0,34.0,177.0,54.0,29.0,12.0,22.0,19.0
2019-05-30,365.0,7.0,34.0,180.0,56.0,24.0,15.0,26.0,23.0
2019-05-31,381.0,9.0,38.0,184.0,61.0,28.0,15.0,25.0,21.0
2019-06-01,419.0,9.0,37.0,217.0,65.0,24.0,16.0,21.0,30.0
2019-06-02,383.0,6.0,36.0,203.0,50.0,23.0,17.0,22.0,26.0
2019-06-03,365.0,9.0,37.0,177.0,55.0,23.0,16.0,24.0,24.0
2019-06-04,348.0,5.0,37.0,163.0,55.0,23.0,18.0,25.0,22.0
2019-06-05,365.0,7.0,38.0,180.0,55.0,22.0,15.0,26.0,22.0
2019-06-06,351.0,6.0,37.0,166.0,61.0,21.0,15.0,25.0,20.0
2019-06-07,373.0,6.0,37.0,185.0,67.0,17.0,14.0,26.0,21.0
2019-06-08,405.0,4.0,36.0,224.0,66.0,21.0,15.0,19.0,20.0
2019-06-09,431.0,7.0,35.0,254.0,59.0,22.0,14.0,19.0,21.0
2019-06-10,408.0,14.0,37.0,203.0,62.0,24.0,15.0,23.0,30.0
2019-06-11,365.0,17.0,36.0,167.0,55.0,21.0,13.0,27.0,29.0
2019-06-12,372.0,18.0,37.0,174.0,55.0,16.0,15.0,29.0,28.0
2019-06-13,363.0,19.0,38.0,157.0,64.0,20.0,14.0,24.0,27.0
2019-06-14,392.0,11.0,35.0,192.0,64.0,24.0,17.0,21.0,28.0
2019-06-15,417.0,13.0,36.0,216.0,63.0,25.0,18.0,19.0,27.0
2019-06-16,417.0,5.0,38.0,230.0,55.0,30.0,18.0,18.0,23.0
2019-06-17,373.0,8.0,45.0,171.0,63.0,26.0,16.0,22.0,22.0
2019-06-18,350.0,20.0,43.0,145.0,57.0,27.0,17.0,21.0,20.0
2019-06-19,367.0,20.0,44.0,152.0,59.0,32.0,15.0,21.0,24.0
2019-06-20,371.0,17.0,43.0,164.0,60.0,31.0,13.0,21.0,22.0
2019-06-21,392.0,13.0,46.0,181.0,59.0,34.0,12.0,21.0,26.0
2019-06-22,430.0,14.0,44.0,218.0,61.0,32.0,10.0,23.0,28.0
2019-06-23,414.0,13.0,42.0,223.0,49.0,29.0,10.0,17.0,31.0
2019-06-24,373.0,11.0,44.0,173.0,56.0,30.0,11.0,20.0,28.0
2019-06-25,353.0,8.0,44.0,155.0,59.0,29.0,10.0,19.0,29.0
2019-06-26,364.0,10.0,43.0,158.0,59.0,34.0,12.0,22.0,26.0
2019-06-27,368.0,9.0,43.0,169.0,59.0,29.0,12.0,22.0,25.0
2019-06-28,371.0,8.0,45.0,167.0,60.0,26.0,16.0,24.0,25.0
2019-06-29,416.0,5.0,44.0,218.0,60.0,25.0,14.0,20.0,30.0
2019-06-30,392.0,5.0,40.0,217.0,48.0,26.0,15.0,18.0,23.0
2019-07-01,371.0,5.0,43.0,172.0,61.0,25.0,14.0,24.0,27.0
2019-07-02,385.0,6.0,49.0,184.0,54.0,21.0,16.0,30.0,25.0
2019-07-03,400.0,3.0,48.0,208.0,56.0,21.0,15.0,24.0,25.0
2019-07-04,411.0,6.0,38.0,227.0,61.0,22.0,15.0,19.0,23.0
2019-07-05,429.0,6.0,40.0,236.0,66.0,23.0,16.0,19.0,23.0
2019-07-06,376.0,5.0,35.0,209.0,54.0,21.0,15.0,17.0,20.0
2019-07-07,382.0,5.0,31.0,222.0,45.0,24.0,17.0,17.0,21.0
2019-07-08,365.0,6.0,40.0,181.0,55.0,22.0,14.0,24.0,23.0
2019-07-09,351.0,8.0,40.0,161.0,59.0,24.0,12.0,23.0,24.0
2019-07-10,357.0,10.0,42.0,165.0,56.0,28.0,13.0,22.0,21.0
2019-07-11,376.0,15.0,40.0,177.0,57.0,30.0,13.0,21.0,23.0
2019-07-12,374.0,11.0,35.0,185.0,59.0,28.0,13.0,19.0,24.0
2019-07-13,437.0,10.0,37.0,236.0,68.0,28.0,15.0,18.0,25.0
2019-07-14,411.0,11.0,38.0,226.0,53.0,25.0,14.0,16.0,28.0
2019-07-15,389.0,11.0,42.0,183.0,63.0,27.0,11.0,23.0,29.0
2019-07-16,363.0,8.0,47.0,161.0,58.0,26.0,13.0,25.0,25.0
2019-07-17,361.0,9.0,41.0,162.0,64.0,27.0,12.0,22.0,24.0
2019-07-18,382.0,15.0,42.0,165.0,57.0,31.0,11.0,24.0,37.0
2019-07-19,397.0,12.0,41.0,182.0,60.0,31.0,13.0,27.0,31.0
2019-07-20,445.0,15.0,42.0,219.0,61.0,33.0,14.0,28.0,33.0
2019-07-21,434.0,13.0,36.0,236.0,49.0,31.0,18.0,21.0,30.0
2019-07-22,397.0,9.0,45.0,185.0,59.0,28.0,19.0,26.0,26.0
2019-07-23,370.0,7.0,48.0,160.0,57.0,27.0,20.0,25.0,26.0
2019-07-24,371.0,5.0,48.0,163.0,58.0,23.0,18.0,25.0,31.0
2019-07-25,392.0,8.0,45.0,179.0,60.0,26.0,17.0,29.0,28.0
2019-07-26,406.0,12.0,44.0,190.0,60.0,24.0,16.0,29.0,31.0
2019-07-27,429.0,7.0,42.0,231.0,61.0,23.0,17.0,23.0,25.0
2019-07-28,422.0,11.0,39.0,235.0,53.0,27.0,16.0,23.0,18.0
2019-07-29,386.0,9.0,43.0,183.0,58.0,29.0,17.0,25.0,22.0
2019-07-30,356.0,6.0,47.0,148.0,55.0,25.0,17.0,31.0,27.0
2019-07-31,371.0,5.0,45.0,164.0,56.0,27.0,16.0,24.0,34.0
2019-08-01,368.0,5.0,47.0,159.0,58.0,25.0,15.0,30.0,29.0
2019-08-02,373.0,4.0,46.0,166.0,63.0,26.0,17.0,24.0,27.0
2019-08-03,390.0,3.0,36.0,208.0,60.0,22.0,20.0,17.0,24.0
2019-08-04,393.0,4.0,37.0,211.0,53.0,26.0,19.0,20.0,23.0
2019-08-05,380.0,8.0,39.0,174.0,54.0,28.0,20.0,25.0,32.0
2019-08-06,350.0,7.0,40.0,151.0,52.0,30.0,15.0,23.0,32.0
2019-08-07,352.0,7.0,47.0,152.0,56.0,28.0,15.0,21.0,26.0
2019-08-08,365.0,8.0,47.0,175.0,53.0,23.0,14.0,21.0,24.0
2019-08-09,396.0,6.0,46.0,191.0,56.0,24.0,15.0,25.0,33.0
2019-08-10,441.0,12.0,39.0,250.0,59.0,22.0,11.0,18.0,30.0
2019-08-11,440.0,9.0,41.0,263.0,54.0,26.0,11.0,15.0,21.0
2019-08-12,390.0,9.0,47.0,193.0,53.0,29.0,13.0,22.0,24.0
2019-08-13,356.0,11.0,39.0,168.0,52.0,27.0,16.0,20.0,23.0
2019-08-14,382.0,12.0,46.0,184.0,55.0,27.0,13.0,23.0,22.0
2019-08-15,384.0,9.0,46.0,187.0,59.0,25.0,12.0,21.0,25.0
2019-08-16,430.0,11.0,50.0,209.0,59.0,33.0,13.0,26.0,29.0
2019-08-17,445.0,12.0,47.0,228.0,64.0,34.0,12.0,21.0,27.0
2019-08-18,424.0,15.0,44.0,217.0,50.0,35.0,13.0,19.0,31.0
2019-08-19,389.0,10.0,53.0,175.0,53.0,29.0,11.0,25.0,33.0
2019-08-20,370.0,10.0,51.0,160.0,50.0,30.0,13.0,25.0,31.0
2019-08-21,377.0,10.0,51.0,176.0,50.0,27.0,13.0,24.0,26.0
2019-08-22,386.0,4.0,50.0,188.0,55.0,25.0,13.0,23.0,28.0
2019-08-23,404.0,9.0,49.0,194.0,65.0,25.0,14.0,19.0,29.0
2019-08-24,441.0,10.0,44.0,240.0,66.0,23.0,14.0,15.0,29.0
2019-08-25,438.0,10.0,41.0,248.0,54.0,26.0,17.0,16.0,26.0
2019-08-26,425.0,11.0,49.0,197.0,58.0,27.0,21.0,22.0,40.0
2019-08-27,401.0,9.0,54.0,169.0,56.0,28.0,21.0,25.0,39.0
2019-08-28,393.0,10.0,48.0,178.0,52.0,24.0,22.0,24.0,35.0
2019-08-29,394.0,6.0,50.0,175.0,61.0,26.0,19.0,25.0,32.0
2019-08-30,440.0,4.0,48.0,231.0,64.0,21.0,18.0,22.0,32.0
2019-08-31,442.0,5.0,41.0,248.0,66.0,17.0,15.0,18.0,32.0
2019-09-01,441.0,4.0,40.0,259.0,57.0,19.0,16.0,19.0,27.0
2019-09-02,456.0,7.0,44.0,273.0,50.0,24.0,11.0,21.0,26.0
2019-09-03,425.0,6.0,53.0,214.0,55.0,26.0,13.0,26.0,32.0
2019-09-04,379.0,11.0,50.0,172.0,48.0,31.0,13.0,21.0,33.0
2019-09-05,384.0,11.0,47.0,173.0,58.0,29.0,11.0,23.0,32.0
2019-09-06,404.0,10.0,46.0,192.0,59.0,28.0,13.0,23.0,33.0
2019-09-07,430.0,5.0,48.0,219.0,66.0,28.0,13.0,20.0,31.0
2019-09-08,416.0,3.0,44.0,226.0,53.0,29.0,14.0,18.0,29.0
2019-09-09,406.0,6.0,46.0,202.0,55.0,26.0,12.0,25.0,34.0
2019-09-10,397.0,5.0,54.0,191.0,51.0,20.0,12.0,27.0,37.0
2019-09-11,407.0,8.0,47.0,190.0,62.0,20.0,11.0,29.0,40.0
2019-09-12,448.0,9.0,49.0,215.0,65.0,28.0,13.0,29.0,40.0
2019-09-13,482.0,9.0,53.0,254.0,61.0,31.0,14.0,25.0,35.0
2019-09-14,501.0,9.0,53.0,280.0,62.0,26.0,15.0,20.0,36.0
2019-09-15,481.0,3.0,50.0,284.0,54.0,31.0,13.0,16.0,30.0
2019-09-16,436.0,6.0,53.0,223.0,56.0,25.0,12.0,24.0,37.0
2019-09-17,386.0,7.0,47.0,185.0,50.0,25.0,10.0,21.0,41.0
2019-09-18,396.0,7.0,51.0,195.0,49.0,28.0,11.0,24.0,31.0
2019-09-19,401.0,7.0,47.0,186.0,60.0,28.0,16.0,24.0,33.0
2019-09-20,436.0,7.0,48.0,216.0,61.0,26.0,17.0,28.0,33.0
2019-09-21,486.0,7.0,45.0,271.0,65.0,22.0,18.0,24.0,34.0
2019-09-22,461.0,8.0,39.0,262.0,55.0,25.0,19.0,22.0,31.0
2019-09-23,431.0,11.0,50.0,219.0,58.0,21.0,18.0,23.0,31.0
2019-09-24,400.0,12.0,46.0,190.0,53.0,22.0,15.0,26.0,36.0
2019-09-25,418.0,9.0,46.0,199.0,59.0,22.0,16.0,27.0,40.0
2019-09-26,443.0,8.0,47.0,223.0,58.0,29.0,16.0,27.0,35.0
2019-09-27,429.0,8.0,46.0,210.0,65.0,29.0,15.0,24.0,32.0
2019-09-28,423.0,5.0,45.0,219.0,63.0,26.0,10.0,24.0,31.0
2019-09-29,441.0,5.0,45.0,251.0,50.0,25.0,9.0,21.0,35.0
2019-09-30,411.0,7.0,50.0,201.0,57.0,23.0,13.0,27.0,33.0
2019-10-01,394.0,9.0,45.0,182.0,56.0,24.0,14.0,32.0,32.0
2019-10-02,403.0,5.0,45.0,188.0,60.0,25.0,16.0,28.0,36.0
2019-10-03,396.0,4.0,43.0,182.0,62.0,23.0,16.0,32.0,34.0
