,Fishing,TugTow,Recreational,Passenger,Cargo,Tanker,Other,Unavailable
10/23/2021,9,51,242,57,28,13,27,10
10/24/2021,7,44,221,45,27,11,27,9
10/25/2021,8,52,200,43,31,16,27,8
10/26/2021,11,56,207,53,27,13,29,9
10/27/2021,11,58,210,55,29,13,30,7
10/28/2021,12,52,227,49,28,12,24,7
10/29/2021,11,54,264,55,30,14,29,9
10/30/2021,9,59,263,59,26,12,31,9
10/31/2021,12,47,258,52,29,11,25,12
11/1/2021,10,59,216,50,24,15,33,10
11/2/2021,10,59,205,47,27,15,34,11
11/3/2021,12,64,213,50,26,16,29,8
11/4/2021,10,64,208,53,24,16,32,12
11/5/2021,10,62,225,52,22,17,31,9
11/6/2021,13,56,252,58,26,18,27,8
11/7/2021,12,53,262,51,29,12,27,8
11/8/2021,10,67,228,50,34,11,29,11
11/9/2021,9,67,187,49,30,10,31,5
11/10/2021,12,69,208,53,31,9,31,10
11/11/2021,12,59,219,50,33,9,28,9
11/12/2021,10,63,230,61,34,11,30,7
11/13/2021,11,60,265,57,39,12,34,9
11/14/2021,12,58,276,52,38,10,32,7
11/15/2021,12,64,235,48,33,10,30,9
11/16/2021,12,65,191,46,31,12,30,14
11/17/2021,11,64,199,41,27,11,29,10
11/18/2021,13,60,206,51,30,10,30,8
11/19/2021,12,57,211,55,31,10,29,5
11/20/2021,14,54,247,52,29,11,27,4
11/21/2021,14,54,277,43,29,12,24,4
11/22/2021,15,57,235,49,34,10,27,11
11/23/2021,13,56,207,48,32,12,26,4
11/24/2021,13,52,188,48,29,11,27,8
11/25/2021,12,45,186,47,28,12,21,2
11/26/2021,14,40,221,41,24,11,26,5
11/27/2021,14,45,240,44,25,9,22,6
11/28/2021,12,46,251,39,23,9,22,6
11/29/2021,12,56,226,49,26,11,25,10
11/30/2021,13,52,202,44,28,13,28,8
12/1/2021,14,54,194,50,25,14,30,11
12/2/2021,14,51,185,49,23,12,28,11
12/3/2021,15,48,193,51,22,13,25,12
12/4/2021,15,48,222,54,21,11,23,7
12/5/2021,12,46,220,49,20,10,21,8
12/6/2021,10,55,186,48,23,9,28,9
12/7/2021,12,56,179,50,23,8,27,10
12/8/2021,12,54,180,50,21,7,22,9
12/9/2021,10,54,168,52,22,8,23,7
12/10/2021,11,55,184,51,22,11,23,6
12/11/2021,14,54,231,51,25,10,28,4
12/12/2021,13,54,203,43,26,9,24,3
12/13/2021,9,52,171,40,31,9,26,6
12/14/2021,11,57,175,43,27,10,25,5
12/15/2021,11,56,159,46,27,12,24,7
12/16/2021,11,57,173,46,25,13,19,3
12/17/2021,11,56,196,51,26,12,20,11
12/18/2021,12,55,224,50,28,13,20,9
12/19/2021,14,52,207,46,27,11,18,8
12/20/2021,10,51,177,48,27,13,25,7
12/21/2021,9,42,162,44,30,13,16,6
12/22/2021,10,44,155,43,30,10,16,6
12/23/2021,10,44,159,43,27,14,13,9
12/24/2021,12,39,165,43,30,12,16,6
12/25/2021,15,35,151,35,25,14,16,2
12/26/2021,24,41,157,38,22,14,16,7
12/27/2021,24,44,163,45,27,11,22,5
12/28/2021,19,47,174,41,28,12,16,4
12/29/2021,23,44,174,46,35,14,19,7
12/30/2021,21,47,202,42,35,15,16,6
12/31/2021,17,39,220,43,29,18,19,7
1/1/2022,19,38,231,44,32,15,23,1
1/2/2022,23,35,225,37,34,14,19,1
1/3/2022,19,46,173,42,34,10,26,3
1/4/2022,16,51,172,44,38,8,23,1
1/5/2022,16,51,172,43,35,8,27,4
1/6/2022,15,48,179,46,40,6,25,5
1/7/2022,12,48,178,40,37,9,21,1
1/8/2022,7,43,155,35,34,9,13,0
1/10/2022,10,45,185,39,31,10,21,0
1/11/2022,10,49,203,45,37,9,25,1
1/12/2022,10,49,211,45,35,7,25,0
1/13/2022,12,47,212,40,37,7,21,0
1/14/2022,13,47,216,45,39,7,29,2
1/15/2022,15,41,271,47,37,6,26,0
1/16/2022,8,40,262,39,31,12,23,1
1/17/2022,11,40,235,43,30,11,22,6
1/18/2022,10,42,205,45,35,11,26,2
1/19/2022,10,47,199,42,36,13,24,3
1/20/2022,8,46,201,45,38,14,23,5
1/21/2022,9,47,207,48,39,11,25,1
1/22/2022,6,40,264,49,36,12,21,2
1/23/2022,8,41,260,41,34,17,21,0
1/24/2022,11,49,218,49,34,15,23,2
1/25/2022,9,46,193,49,34,16,28,2
1/26/2022,11,45,201,49,39,16,25,2
1/27/2022,11,47,198,46,38,13,20,3
1/28/2022,9,49,221,45,33,12,24,5
1/29/2022,11,45,285,46,31,11,29,5
1/30/2022,10,41,272,38,36,9,21,3
1/31/2022,9,44,214,44,39,9,22,3
2/1/2022,9,51,192,45,44,7,27,4
2/2/2022,10,48,185,42,42,9,23,3
2/3/2022,12,52,199,43,44,8,28,3
2/4/2022,12,50,211,47,39,10,23,3
2/5/2022,14,40,275,47,43,12,21,3
2/6/2022,11,30,287,39,38,12,24,3
2/7/2022,10,39,236,48,36,12,25,1
2/8/2022,8,42,205,44,39,11,21,5
2/9/2022,7,38,212,42,39,11,25,2
2/10/2022,12,39,195,46,43,10,31,3
2/11/2022,13,39,225,52,39,8,32,10
2/12/2022,13,38,300,52,34,9,28,9
2/13/2022,12,37,283,42,34,9,22,2
2/14/2022,10,44,206,49,36,7,26,5
2/15/2022,8,42,186,46,31,8,23,3
2/16/2022,8,43,187,48,37,8,29,3
2/17/2022,10,46,193,47,36,10,30,2
2/18/2022,11,44,215,48,36,11,25,2
2/19/2022,14,38,295,47,38,13,21,3
2/20/2022,9,36,291,49,35,15,20,3
2/21/2022,7,40,229,47,37,18,22,1
2/22/2022,7,48,191,49,39,19,23,2
2/23/2022,7,44,184,48,40,17,37,5
2/24/2022,10,43,195,48,39,15,32,3
2/25/2022,11,47,209,50,36,11,29,11
2/26/2022,8,43,266,56,32,11,27,11
2/27/2022,8,42,271,44,35,13,27,4
2/28/2022,7,45,223,50,41,16,31,6
3/1/2022,10,49,199,46,39,18,30,4
3/2/2022,13,51,199,53,38,17,35,8
3/3/2022,10,53,200,49,38,15,36,7
3/4/2022,8,48,204,51,37,14,36,7
3/5/2022,9,41,239,53,40,12,25,6
3/6/2022,7,41,277,53,40,15,26,8
3/7/2022,11,47,260,51,40,14,36,9
3/8/2022,11,50,215,49,44,14,35,11
3/9/2022,11,46,214,51,43,9,35,8
3/10/2022,8,46,212,54,41,12,30,6
3/11/2022,14,46,235,51,36,13,30,7
3/12/2022,17,45,276,54,35,12,25,7
3/13/2022,16,38,290,51,34,9,25,8
3/14/2022,15,43,235,58,36,9,35,8
3/15/2022,10,43,211,47,38,5,25,3
3/16/2022,12,48,208,52,41,9,29,5
3/17/2022,11,44,217,49,40,9,31,4
3/18/2022,13,48,234,57,39,10,30,7
3/19/2022,12,42,256,54,40,10,28,8
3/20/2022,10,36,288,53,38,9,28,6
3/21/2022,10,43,239,59,41,10,30,6
3/22/2022,10,46,225,51,44,11,34,7
3/23/2022,12,44,245,50,43,14,30,5
3/24/2022,10,50,243,54,45,14,30,8
3/25/2022,12,46,270,58,45,13,30,7
3/26/2022,14,44,320,59,46,11,27,4
3/27/2022,10,46,308,54,46,10,24,5
3/28/2022,13,51,248,54,44,11,29,4
3/29/2022,11,43,209,50,43,11,33,4
3/30/2022,9,45,195,53,42,11,29,4
3/31/2022,9,46,202,50,41,9,30,6
