,Fishing,TugTow,Recreational,Passenger,Cargo,Tanker,Other,Unavailable
6/12/18,7,42,142,59,31,13,23,13
6/13/18,6,48,149,61,29,11,20,11
6/14/18,8,46,145,68,27,12,21,12
6/15/18,10,37,166,74,28,14,16,15
6/16/18,11,39,199,69,29,16,17,14
6/17/18,15,37,200,55,30,15,16,16
6/18/18,15,39,162,60,32,20,21,21
6/19/18,13,41,160,57,29,19,26,16
6/20/18,8,39,164,57,33,20,17,11
6/21/18,10,43,161,67,32,19,23,14
6/22/18,10,45,176,65,31,20,22,10
6/23/18,11,42,246,69,30,18,16,16
6/24/18,11,40,257,60,27,13,12,14
6/25/18,10,42,174,62,30,11,17,19
6/26/18,12,43,167,58,30,10,22,13
6/27/18,11,43,152,56,35,10,19,13
6/28/18,10,40,152,65,34,12,22,20
6/29/18,9,42,159,66,33,11,17,13
6/30/18,10,35,205,68,30,12,17,10
7/1/18,13,34,201,49,25,12,17,11
7/2/18,11,37,174,56,30,13,20,15
7/3/18,8,47,184,58,31,14,17,13
7/4/18,9,44,192,67,28,14,14,10
7/5/18,11,45,215,78,31,17,15,15
7/6/18,10,42,195,63,27,17,17,15
7/7/18,9,39,211,66,27,15,17,13
7/8/18,9,34,230,54,30,15,18,11
7/9/18,10,38,190,61,31,14,20,11
7/10/18,9,43,175,59,31,15,20,10
7/11/18,10,39,171,59,38,16,26,11
7/12/18,13,45,172,59,32,14,23,9
7/13/18,14,45,175,62,30,16,20,10
7/14/18,15,40,209,70,33,17,18,7
7/15/18,14,38,193,61,33,18,22,12
7/16/18,12,46,175,61,33,16,24,12
7/17/18,14,44,154,56,27,14,21,10
7/18/18,18,43,160,57,33,15,23,10
7/19/18,11,48,148,60,31,15,21,12
7/20/18,9,49,176,66,33,17,19,14
7/21/18,12,44,208,65,32,15,17,13
7/22/18,16,41,225,58,29,15,15,9
7/23/18,19,43,165,61,28,14,21,8
7/24/18,11,41,155,55,29,13,18,11
7/25/18,11,40,165,60,34,14,17,11
7/26/18,13,44,162,62,33,13,17,10
7/27/18,13,45,171,62,31,14,18,10
7/28/18,13,44,191,64,32,13,12,10
7/29/18,17,41,202,52,33,16,10,9
7/30/18,18,43,178,57,39,15,17,11
7/31/18,10,45,140,54,35,14,18,11
8/1/18,9,43,141,62,30,14,16,12
8/2/18,9,47,147,64,28,14,21,10
8/3/18,11,42,178,68,28,14,21,9
8/4/18,7,43,207,62,24,13,16,11
8/5/18,11,42,200,58,25,12,20,10
8/6/18,12,44,169,59,27,13,22,9
8/7/18,9,44,147,58,29,15,21,13
8/8/18,10,46,162,57,29,16,16,9
8/9/18,17,41,161,61,30,19,23,10
8/10/18,17,44,181,63,25,16,17,10
8/11/18,12,42,198,65,22,12,14,12
8/12/18,13,40,209,54,23,13,12,14
8/13/18,9,49,170,59,32,14,16,14
8/14/18,9,46,157,61,33,16,17,19
8/15/18,12,43,154,64,39,13,14,17
8/16/18,10,44,162,63,37,11,13,17
8/17/18,13,44,183,59,30,10,18,22
8/18/18,13,40,219,65,31,9,19,11
8/19/18,12,41,216,52,30,9,14,11
8/20/18,10,47,170,59,31,14,15,12
8/21/18,11,49,148,56,31,15,17,25
8/22/18,9,45,173,58,32,12,23,22
8/23/18,11,42,156,60,33,13,18,23
8/24/18,13,43,183,63,34,16,20,15
8/25/18,11,40,213,65,36,16,14,14
8/26/18,14,37,217,61,34,17,13,12
8/27/18,16,45,165,62,36,19,20,17
8/28/18,12,41,161,55,31,12,20,21
8/29/18,16,45,169,56,31,12,20,19
8/30/18,12,47,189,62,32,13,19,11
8/31/18,9,50,208,65,39,12,17,14
9/1/18,12,44,246,60,35,9,17,13
9/2/18,15,37,246,58,31,11,14,16
9/3/18,14,34,261,57,25,10,15,12
9/4/18,14,40,185,56,29,13,21,13
9/5/18,15,44,173,54,31,11,24,14
9/6/18,11,41,180,58,26,12,25,17
9/7/18,14,40,176,61,24,12,30,17
9/8/18,9,41,204,61,28,7,20,17
9/9/18,10,39,207,52,31,8,18,16
9/10/18,9,42,189,62,31,6,22,15
9/11/18,12,42,173,54,29,8,24,16
9/12/18,8,45,171,58,32,9,25,20
9/13/18,10,44,192,64,32,11,26,25
9/14/18,15,48,216,67,27,11,24,17
9/15/18,13,42,231,61,31,11,19,15
9/16/18,11,45,233,55,32,13,17,21
9/17/18,14,53,206,61,35,15,25,22
9/18/18,10,52,174,55,33,11,21,24
9/19/18,9,50,179,56,32,7,25,28
9/20/18,11,42,194,61,29,8,20,29
9/21/18,12,42,211,62,31,9,17,27
9/22/18,16,43,251,72,32,9,19,25
9/23/18,11,41,247,55,31,7,19,25
9/24/18,13,47,191,60,31,7,29,27
9/25/18,15,53,169,57,34,6,29,23
9/26/18,12,49,177,57,35,6,25,26
9/27/18,12,47,169,68,29,9,26,25
9/28/18,12,48,178,62,23,11,27,28
9/29/18,12,46,226,67,23,11,21,25
9/30/18,10,44,220,59,21,11,22,28
10/1/18,12,48,177,64,30,8,34,25
10/2/18,9,49,165,54,31,12,28,25
10/3/18,8,51,170,56,31,12,32,19
10/4/18,9,52,181,64,30,11,40,28
10/5/18,7,56,225,71,33,14,41,33
10/6/18,6,49,247,71,29,16,38,32
10/7/18,5,48,250,71,28,14,34,30
10/8/18,6,54,206,69,29,12,40,31
10/9/18,9,54,168,56,31,9,36,27
10/10/18,9,50,180,58,32,12,30,27
10/11/18,9,51,176,62,36,13,32,28
10/12/18,11,52,194,65,31,13,32,26
10/13/18,10,48,223,64,28,11,24,24
10/14/18,10,47,225,55,26,11,23,29
10/15/18,8,49,180,59,25,13,29,34
10/16/18,8,50,178,57,32,12,25,33
10/17/18,13,49,157,59,30,13,30,27
10/18/18,10,43,163,65,27,15,30,25
10/19/18,7,46,177,64,27,16,29,26
10/20/18,11,42,218,71,30,17,24,24
10/21/18,7,43,217,57,31,16,18,21
10/22/18,8,49,179,63,34,16,25,25
10/23/18,8,48,158,61,33,13,31,23
10/24/18,10,50,154,65,29,14,33,22
10/25/18,11,46,147,70,31,10,32,26
10/26/18,9,44,166,71,31,11,27,28
10/27/18,10,44,197,71,23,9,22,27
10/28/18,7,39,203,58,28,12,19,21
10/29/18,7,46,153,66,29,15,27,26
10/30/18,7,45,140,58,30,16,32,20
10/31/18,7,42,146,60,27,14,35,22
11/1/18,6,51,151,58,29,17,30,19
11/2/18,7,49,158,63,21,13,28,24
11/3/18,9,47,193,62,23,12,22,24
11/4/18,7,43,201,48,26,10,21,23
11/5/18,8,49,169,54,25,8,26,22
11/6/18,9,49,146,50,28,7,21,25
11/7/18,8,48,140,58,25,12,21,25
11/8/18,8,47,145,58,25,10,20,22
11/9/18,10,49,149,60,19,12,22,24
11/10/18,7,46,171,60,19,12,21,21
11/11/18,9,44,185,48,23,10,18,23
11/12/18,14,48,158,53,23,10,20,27
11/13/18,15,52,140,52,27,9,23,24
11/14/18,19,49,127,54,26,11,22,25
11/15/18,15,50,126,54,29,12,20,28
11/16/18,13,48,133,54,30,12,21,23
11/17/18,14,48,126,50,27,11,19,23
11/18/18,14,44,126,44,24,10,19,22
11/19/18,13,45,125,50,27,12,25,23
11/20/18,11,51,116,46,24,15,22,23
11/21/18,10,50,112,44,23,17,21,25
11/22/18,6,47,109,45,22,16,17,17
11/23/18,4,40,114,38,25,15,18,20
11/24/18,10,40,147,41,24,12,18,15
11/25/18,12,36,168,44,35,14,19,21
11/26/18,11,42,137,47,39,10,26,23
11/27/18,10,39,121,48,40,11,25,23
11/28/18,11,40,119,51,38,12,26,24
11/29/18,10,40,119,46,33,9,26,26
11/30/18,9,42,135,57,27,6,30,25
12/1/18,11,37,149,58,30,7,24,22
12/2/18,12,38,151,54,35,12,20,18
12/3/18,13,43,130,56,38,14,25,26
12/4/18,11,43,115,46,34,11,27,25
12/5/18,7,47,119,51,26,11,24,26
12/6/18,11,43,117,57,24,10,26,25
12/7/18,10,48,124,58,25,10,30,30
12/8/18,10,45,151,59,24,5,24,30
12/9/18,10,40,162,49,21,6,20,25
12/10/18,8,45,133,47,22,10,29,23
12/11/18,6,39,126,52,25,13,26,23
12/12/18,7,40,127,50,22,15,25,23
12/13/18,11,40,126,54,26,14,26,26
12/14/18,9,40,122,58,26,13,26,27
12/15/18,8,43,142,55,30,13,21,21
12/16/18,7,39,129,46,26,15,23,20
12/17/18,6,49,120,44,24,10,29,24
12/18/18,10,50,128,44,29,12,31,26
12/19/18,12,46,134,48,26,10,27,23
12/20/18,13,43,135,53,26,9,26,21
12/21/18,10,38,126,52,26,5,24,17
12/22/18,9,35,140,47,27,5,22,16
12/23/18,11,37,127,34,29,6,18,13
12/24/18,10,39,105,38,25,10,17,10
12/25/18,8,34,110,35,20,8,15,9
12/26/18,5,36,124,46,27,9,18,15
12/27/18,5,41,126,46,29,14,21,16
12/28/18,10,42,137,43,22,12,18,14
12/29/18,12,38,139,50,29,11,14,13
12/30/18,9,36,153,42,26,10,17,15
12/31/18,5,36,136,54,25,9,16,16
1/1/19,8,36,139,55,21,13,17,15
1/2/19,9,39,141,43,22,13,23,17
1/3/19,9,41,129,41,29,10,24,18
1/4/19,10,44,121,44,26,10,27,15
1/5/19,8,37,122,45,20,11,25,14
1/6/19,5,37,102,37,24,14,21,13
1/7/19,8,42,111,50,28,13,26,15
1/8/19,4,41,111,46,29,16,25,21
1/9/19,4,41,115,50,28,11,24,20
1/10/19,6,45,121,43,25,13,27,18
1/11/19,5,42,115,48,26,11,25,15
1/12/19,8,40,160,52,26,10,18,14
1/13/19,5,36,162,36,25,12,16,11
1/14/19,4,45,134,43,26,15,19,13
1/15/19,4,42,123,47,27,15,25,16
1/16/19,5,45,121,47,27,17,17,15
1/17/19,5,43,127,48,28,12,17,19
1/18/19,6,44,134,49,26,10,23,13
1/19/19,8,42,165,47,30,11,18,13
1/20/19,4,39,159,38,32,9,21,15
1/21/19,2,42,156,42,31,10,22,16
1/22/19,3,46,147,47,30,7,24,19
1/23/19,6,43,132,48,26,5,24,17
1/24/19,6,47,135,50,25,3,22,25
1/25/19,6,44,150,48,22,7,19,24
1/26/19,5,43,204,46,22,10,16,22
1/27/19,8,45,195,41,26,12,19,19
1/28/19,5,43,147,45,23,13,21,23
1/29/19,3,46,130,51,23,10,23,23
1/30/19,5,45,123,48,22,8,28,24
1/31/19,7,48,123,50,21,8,28,22
2/1/19,6,46,128,45,21,10,27,22
2/2/19,3,37,134,44,25,11,24,15
2/3/19,4,39,130,31,26,12,21,14
2/4/19,5,46,122,45,33,12,24,16
2/5/19,6,45,120,44,26,16,24,18
2/6/19,6,45,121,45,29,15,24,14
2/7/19,8,42,120,48,26,14,30,19
2/8/19,7,41,115,49,27,12,27,20
2/9/19,7,40,125,47,29,12,22,22
2/10/19,6,36,141,37,29,10,24,19
2/11/19,8,37,121,53,25,11,29,22
2/12/19,6,41,119,50,24,13,27,25
2/13/19,6,34,115,47,22,15,24,23
2/14/19,6,34,112,47,23,19,25,23
2/15/19,6,42,111,48,25,17,25,26
2/16/19,3,38,138,50,28,18,26,19
2/17/19,4,39,144,40,29,19,21,21
2/18/19,6,37,165,40,25,18,20,25
2/19/19,5,45,140,53,26,22,27,28
2/20/19,3,49,127,48,27,20,29,22
2/21/19,3,47,120,47,29,17,22,22
2/22/19,5,47,139,59,31,15,25,27
2/23/19,10,46,171,53,34,13,19,29
2/24/19,9,36,180,45,38,14,19,20
2/25/19,6,39,140,50,33,15,23,15
2/26/19,3,36,125,45,28,14,24,17
2/27/19,2,43,121,48,31,10,23,22
2/28/19,4,46,127,52,32,17,21,23
3/1/19,6,40,135,53,30,16,23,21
3/2/19,5,43,132,47,30,14,19,22
3/3/19,8,39,143,43,30,14,20,18
3/4/19,5,39,131,48,27,13,22,20
3/5/19,5,41,116,46,33,11,19,21
3/6/19,3,38,123,45,28,9,20,20
3/7/19,3,41,136,48,27,10,22,20
3/8/19,5,37,144,53,26,13,21,19
3/9/19,6,33,161,50,24,15,18,17
3/10/19,6,36,167,35,30,13,20,17
3/11/19,5,39,145,51,25,14,21,15
3/12/19,6,36,142,47,27,12,20,18
3/13/19,3,39,141,54,24,13,23,17
3/14/19,5,47,138,55,25,10,18,18
3/15/19,6,47,158,53,25,10,20,24
3/16/19,8,39,209,53,25,12,22,24
3/17/19,7,40,225,44,26,10,16,23
3/18/19,8,44,165,52,25,10,20,21
3/19/19,7,37,146,49,25,11,19,23
3/20/19,5,39,131,52,26,10,25,20
3/21/19,7,40,134,53,23,8,24,22
3/22/19,6,41,141,49,22,10,22,19
3/23/19,5,36,191,50,22,10,19,20
3/24/19,6,35,199,41,23,11,17,20
3/25/19,4,38,150,55,30,13,22,22
3/26/19,5,36,144,53,29,15,24,21
3/27/19,4,37,148,51,27,14,23,24
3/28/19,5,41,134,52,24,14,26,26
3/29/19,7,43,166,52,22,15,22,25
3/30/19,5,37,203,61,22,16,18,24
3/31/19,11,39,222,47,26,14,19,23
4/1/19,9,43,157,51,28,13,21,27
4/2/19,8,39,133,50,25,11,20,19
4/3/19,8,41,140,49,27,10,26,21
4/4/19,8,40,149,52,26,8,23,24
4/5/19,9,36,154,53,28,8,20,22
4/6/19,7,38,182,55,28,10,20,19
4/7/19,8,37,198,47,28,11,19,22
4/8/19,9,37,167,50,24,9,28,19
4/9/19,7,40,144,48,21,11,24,18
4/10/19,4,43,151,55,21,13,24,21
4/11/19,4,42,139,55,25,9,21,20
4/12/19,3,44,171,52,29,11,23,18
4/13/19,7,40,208,61,26,10,21,21
4/14/19,6,37,202,50,24,10,20,23
4/15/19,5,43,148,58,28,10,19,19
4/16/19,3,44,138,60,30,11,23,23
4/17/19,7,44,148,61,33,11,21,26
4/18/19,6,43,157,56,33,16,19,24
4/19/19,8,42,176,60,28,19,19,24
4/20/19,5,42,193,57,24,18,16,20
4/21/19,4,39,182,51,19,18,17,20
4/22/19,5,39,153,59,19,20,25,20
4/23/19,4,44,162,59,23,17,28,22
4/24/19,8,41,173,57,22,18,25,18
4/25/19,8,40,173,58,24,17,25,23
4/26/19,8,41,187,58,24,16,22,20
4/27/19,6,39,246,62,25,20,24,23
4/28/19,6,38,255,53,26,16,20,25
4/29/19,8,45,192,57,24,17,24,27
4/30/19,17,43,188,53,19,18,22,26
5/1/19,10,48,190,54,18,16,24,33
5/2/19,7,51,193,54,21,15,20,24
5/3/19,7,47,227,61,18,14,18,20
5/4/19,10,41,276,63,15,16,18,28
5/5/19,11,37,280,54,17,18,26,27
5/6/19,10,39,190,54,22,19,20,27
5/7/19,13,43,178,55,25,16,17,27
5/8/19,6,43,164,59,24,15,20,30
5/9/19,5,43,168,54,27,15,20,24
5/10/19,7,44,192,60,26,16,18,25
5/11/19,8,40,244,65,28,15,16,31
5/12/19,11,34,220,52,27,13,16,23
5/13/19,6,43,182,53,25,17,19,24
5/14/19,7,43,166,48,24,15,19,26
5/15/19,10,44,150,52,25,16,18,21
5/16/19,6,43,158,55,25,17,20,22
5/17/19,9,40,183,54,25,15,18,25
5/18/19,15,35,186,61,25,14,15,21
5/19/19,5,32,178,49,27,12,17,17
5/20/19,7,38,174,54,31,12,20,24
5/21/19,9,37,160,54,31,13,27,17
5/22/19,7,37,184,53,33,13,24,17
5/23/19,10,38,198,62,30,14,24,19
5/24/19,14,35,234,62,33,14,27,26
5/25/19,12,31,261,62,29,13,20,26
5/26/19,6,31,230,56,27,12,19,28
5/27/19,12,29,254,53,25,17,24,24
5/28/19,7,29,197,52,24,15,24,23
5/29/19,6,34,177,54,29,12,22,19
5/30/19,7,34,180,56,24,15,26,23
5/31/19,9,38,184,61,28,15,25,21
6/1/19,9,37,217,65,24,16,21,30
6/2/19,6,36,203,50,23,17,22,26
6/3/19,9,37,177,55,23,16,24,24
6/4/19,5,37,163,55,23,18,25,22
6/5/19,7,38,180,55,22,15,26,22
6/6/19,6,37,166,61,21,15,25,20
6/7/19,6,37,185,67,17,14,26,21
6/8/19,4,36,224,66,21,15,19,20
6/9/19,7,35,254,59,22,14,19,21
6/10/19,14,37,203,62,24,15,23,30
6/11/19,17,36,167,55,21,13,27,29
6/12/19,18,37,174,55,16,15,29,28
6/13/19,19,38,157,64,20,14,24,27
6/14/19,11,35,192,64,24,17,21,28
6/15/19,13,36,216,63,25,18,19,27
6/16/19,5,38,230,55,30,18,18,23
6/17/19,8,45,171,63,26,16,22,22
6/18/19,20,43,145,57,27,17,21,20
6/19/19,20,44,152,59,32,15,21,24
6/20/19,17,43,164,60,31,13,21,22
6/21/19,13,46,181,59,34,12,21,26
6/22/19,14,44,218,61,32,10,23,28
6/23/19,13,42,223,49,29,10,17,31
6/24/19,11,44,173,56,30,11,20,28
6/25/19,8,44,155,59,29,10,19,29
6/26/19,10,43,158,59,34,12,22,26
6/27/19,9,43,169,59,29,12,22,25
6/28/19,8,45,167,60,26,16,24,25
6/29/19,5,44,218,60,25,14,20,30
6/30/19,5,40,217,48,26,15,18,23
7/1/19,5,43,172,61,25,14,24,27
7/2/19,6,49,184,54,21,16,30,25
7/3/19,3,48,208,56,21,15,24,25
7/4/19,6,38,227,61,22,15,19,23
7/5/19,6,40,236,66,23,16,19,23
7/6/19,5,35,209,54,21,15,17,20
7/7/19,5,31,222,45,24,17,17,21
7/8/19,6,40,181,55,22,14,24,23
7/9/19,8,40,161,59,24,12,23,24
7/10/19,10,42,165,56,28,13,22,21
7/11/19,15,40,177,57,30,13,21,23
7/12/19,11,35,185,59,28,13,19,24
7/13/19,10,37,236,68,28,15,18,25
7/14/19,11,38,226,53,25,14,16,28
7/15/19,11,42,183,63,27,11,23,29
7/16/19,8,47,161,58,26,13,25,25
7/17/19,9,41,162,64,27,12,22,24
7/18/19,15,42,165,57,31,11,24,37
7/19/19,12,41,182,60,31,13,27,31
7/20/19,15,42,219,61,33,14,28,33
7/21/19,13,36,236,49,31,18,21,30
7/22/19,9,45,185,59,28,19,26,26
7/23/19,7,48,160,57,27,20,25,26
7/24/19,5,48,163,58,23,18,25,31
7/25/19,8,45,179,60,26,17,29,28
7/26/19,12,44,190,60,24,16,29,31
7/27/19,7,42,231,61,23,17,23,25
7/28/19,11,39,235,53,27,16,23,18
7/29/19,9,43,183,58,29,17,25,22
7/30/19,6,47,148,55,25,17,31,27
7/31/19,5,45,164,56,27,16,24,34
8/1/19,5,47,159,58,25,15,30,29
8/2/19,4,46,166,63,26,17,24,27
8/3/19,3,36,208,60,22,20,17,24
8/4/19,4,37,211,53,26,19,20,23
8/5/19,8,39,174,54,28,20,25,32
8/6/19,7,40,151,52,30,15,23,32
8/7/19,7,47,152,56,28,15,21,26
8/8/19,8,47,175,53,23,14,21,24
8/9/19,6,46,191,56,24,15,25,33
8/10/19,12,39,250,59,22,11,18,30
8/11/19,9,41,263,54,26,11,15,21
8/12/19,9,47,193,53,29,13,22,24
8/13/19,11,39,168,52,27,16,20,23
8/14/19,12,46,184,55,27,13,23,22
8/15/19,9,46,187,59,25,12,21,25
8/16/19,11,50,209,59,33,13,26,29
8/17/19,12,47,228,64,34,12,21,27
8/18/19,15,44,217,50,35,13,19,31
8/19/19,10,53,175,53,29,11,25,33
8/20/19,10,51,160,50,30,13,25,31
8/21/19,10,51,176,50,27,13,24,26
8/22/19,4,50,188,55,25,13,23,28
8/23/19,9,49,194,65,25,14,19,29
8/24/19,10,44,240,66,23,14,15,29
8/25/19,10,41,248,54,26,17,16,26
8/26/19,11,49,197,58,27,21,22,40
8/27/19,9,54,169,56,28,21,25,39
8/28/19,10,48,178,52,24,22,24,35
8/29/19,6,50,175,61,26,19,25,32
8/30/19,4,48,231,64,21,18,22,32
8/31/19,5,41,248,66,17,15,18,32
9/1/19,4,40,259,57,19,16,19,27
9/2/19,7,44,273,50,24,11,21,26
9/3/19,6,53,214,55,26,13,26,32
9/4/19,11,50,172,48,31,13,21,33
9/5/19,11,47,173,58,29,11,23,32
9/6/19,10,46,192,59,28,13,23,33
9/7/19,5,48,219,66,28,13,20,31
9/8/19,3,44,226,53,29,14,18,29
9/9/19,6,46,202,55,26,12,25,34
9/10/19,5,54,191,51,20,12,27,37
9/11/19,8,47,190,62,20,11,29,40
9/12/19,9,49,215,65,28,13,29,40
9/13/19,9,53,254,61,31,14,25,35
9/14/19,9,53,280,62,26,15,20,36
9/15/19,3,50,284,54,31,13,16,30
9/16/19,6,53,223,56,25,12,24,37
9/17/19,7,47,185,50,25,10,21,41
9/18/19,7,51,195,49,28,11,24,31
9/19/19,7,47,186,60,28,16,24,33
9/20/19,7,48,216,61,26,17,28,33
9/21/19,7,45,271,65,22,18,24,34
9/22/19,8,39,262,55,25,19,22,31
9/23/19,11,50,219,58,21,18,23,31
9/24/19,12,46,190,53,22,15,26,36
