,Fishing,TugTow,Recreational,Passenger,Cargo,Tanker,Other,Unavailable
6/16/2018,11,39,199,69,29,16,17,14
6/17/2018,15,37,200,55,30,15,16,16
6/18/2018,15,39,162,60,32,20,21,21
6/19/2018,13,41,160,57,29,19,26,16
6/20/2018,8,39,164,57,33,20,17,11
6/21/2018,10,43,161,67,32,19,23,14
6/22/2018,10,45,176,65,31,20,22,10
6/23/2018,11,42,246,69,30,18,16,16
6/24/2018,11,40,257,60,27,13,12,14
6/25/2018,10,42,174,62,30,11,17,19
6/26/2018,12,43,167,58,30,10,22,13
6/27/2018,11,43,152,56,35,10,19,13
6/28/2018,10,40,152,65,34,12,22,20
6/29/2018,9,42,159,66,33,11,17,13
6/30/2018,10,35,205,68,30,12,17,10
7/1/2018,13,34,201,49,25,12,17,11
7/2/2018,11,37,174,56,30,13,20,15
7/3/2018,8,47,184,58,31,14,17,13
7/4/2018,9,44,192,67,28,14,14,10
7/5/2018,11,45,215,78,31,17,15,15
7/6/2018,10,42,195,63,27,17,17,15
7/7/2018,9,39,211,66,27,15,17,13
7/8/2018,9,34,230,54,30,15,18,11
7/9/2018,10,38,190,61,31,14,20,11
7/10/2018,9,43,175,59,31,15,20,10
7/11/2018,10,39,171,59,38,16,26,11
7/12/2018,13,45,172,59,32,14,23,9
7/13/2018,14,45,175,62,30,16,20,10
7/14/2018,15,40,209,70,33,17,18,7
7/15/2018,14,38,193,61,33,18,22,12
7/16/2018,12,46,175,61,33,16,24,12
7/17/2018,14,44,154,56,27,14,21,10
7/18/2018,18,43,160,57,33,15,23,10
7/19/2018,11,48,148,60,31,15,21,12
7/20/2018,9,49,176,66,33,17,19,14
7/21/2018,12,44,208,65,32,15,17,13
7/22/2018,16,41,225,58,29,15,15,9
7/23/2018,19,43,165,61,28,14,21,8
7/24/2018,11,41,155,55,29,13,18,11
7/25/2018,11,40,165,60,34,14,17,11
7/26/2018,13,44,162,62,33,13,17,10
7/27/2018,13,45,171,62,31,14,18,10
7/28/2018,13,44,191,64,32,13,12,10
7/29/2018,17,41,202,52,33,16,10,9
7/30/2018,18,43,178,57,39,15,17,11
7/31/2018,10,45,140,54,35,14,18,11
8/1/2018,9,43,141,62,30,14,16,12
8/2/2018,9,47,147,64,28,14,21,10
8/3/2018,11,42,178,68,28,14,21,9
8/4/2018,7,43,207,62,24,13,16,11
8/5/2018,11,42,200,58,25,12,20,10
8/6/2018,12,44,169,59,27,13,22,9
8/7/2018,9,44,147,58,29,15,21,13
8/8/2018,10,46,162,57,29,16,16,9
8/9/2018,17,41,161,61,30,19,23,10
8/10/2018,17,44,181,63,25,16,17,10
8/11/2018,12,42,198,65,22,12,14,12
8/12/2018,13,40,209,54,23,13,12,14
8/13/2018,9,49,170,59,32,14,16,14
8/14/2018,9,46,157,61,33,16,17,19
8/15/2018,12,43,154,64,39,13,14,17
8/16/2018,10,44,162,63,37,11,13,17
8/17/2018,13,44,183,59,30,10,18,22
8/18/2018,13,40,219,65,31,9,19,11
8/19/2018,12,41,216,52,30,9,14,11
8/20/2018,10,47,170,59,31,14,15,12
8/21/2018,11,49,148,56,31,15,17,25
8/22/2018,9,45,173,58,32,12,23,22
8/23/2018,11,42,156,60,33,13,18,23
8/24/2018,13,43,183,63,34,16,20,15
8/25/2018,11,40,213,65,36,16,14,14
8/26/2018,14,37,217,61,34,17,13,12
8/27/2018,16,45,165,62,36,19,20,17
8/28/2018,12,41,161,55,31,12,20,21
8/29/2018,16,45,169,56,31,12,20,19
8/30/2018,12,47,189,62,32,13,19,11
8/31/2018,9,50,208,65,39,12,17,14
9/1/2018,12,44,246,60,35,9,17,13
9/2/2018,15,37,246,58,31,11,14,16
9/3/2018,14,34,261,57,25,10,15,12
9/4/2018,14,40,185,56,29,13,21,13
9/5/2018,15,44,173,54,31,11,24,14
9/6/2018,11,41,180,58,26,12,25,17
9/7/2018,14,40,176,61,24,12,30,17
9/8/2018,9,41,204,61,28,7,20,17
9/9/2018,10,39,207,52,31,8,18,16
9/10/2018,9,42,189,62,31,6,22,15
9/11/2018,12,42,173,54,29,8,24,16
9/12/2018,8,45,171,58,32,9,25,20
9/13/2018,10,44,192,64,32,11,26,25
9/14/2018,15,48,216,67,27,11,24,17
9/15/2018,13,42,231,61,31,11,19,15
9/16/2018,11,45,233,55,32,13,17,21
9/17/2018,14,53,206,61,35,15,25,22
9/18/2018,10,52,174,55,33,11,21,24
9/19/2018,9,50,179,56,32,7,25,28
9/20/2018,11,42,194,61,29,8,20,29
9/21/2018,12,42,211,62,31,9,17,27
9/22/2018,16,43,251,72,32,9,19,25
9/23/2018,11,41,247,55,31,7,19,25
9/24/2018,13,47,191,60,31,7,29,27
9/25/2018,15,53,169,57,34,6,29,23
9/26/2018,12,49,177,57,35,6,25,26
9/27/2018,12,47,169,68,29,9,26,25
9/28/2018,12,48,178,62,23,11,27,28
9/29/2018,12,46,226,67,23,11,21,25
9/30/2018,10,44,220,59,21,11,22,28
10/1/2018,12,48,177,64,30,8,34,25
10/2/2018,9,49,165,54,31,12,28,25
10/3/2018,8,51,170,56,31,12,32,19
10/4/2018,9,52,181,64,30,11,40,28
10/5/2018,7,56,225,71,33,14,41,33
10/6/2018,6,49,247,71,29,16,38,32
10/7/2018,5,48,250,71,28,14,34,30
10/8/2018,6,54,206,69,29,12,40,31
10/9/2018,9,54,168,56,31,9,36,27
10/10/2018,9,50,180,58,32,12,30,27
10/11/2018,9,51,176,62,36,13,32,28
10/12/2018,11,52,194,65,31,13,32,26
10/13/2018,10,48,223,64,28,11,24,24
10/14/2018,10,47,225,55,26,11,23,29
10/15/2018,8,49,180,59,25,13,29,34
10/16/2018,8,50,178,57,32,12,25,33
10/17/2018,13,49,157,59,30,13,30,27
10/18/2018,10,43,163,65,27,15,30,25
10/19/2018,7,46,177,64,27,16,29,26
10/20/2018,11,42,218,71,30,17,24,24
10/21/2018,7,43,217,57,31,16,18,21
10/22/2018,8,49,179,63,34,16,25,25
10/23/2018,8,48,158,61,33,13,31,23
10/24/2018,10,50,154,65,29,14,33,22
10/25/2018,11,46,147,70,31,10,32,26
10/26/2018,9,44,166,71,31,11,27,28
10/27/2018,10,44,197,71,23,9,22,27
10/28/2018,7,39,203,58,28,12,19,21
10/29/2018,7,46,153,66,29,15,27,26
10/30/2018,7,45,140,58,30,16,32,20
10/31/2018,7,42,146,60,27,14,35,22
11/1/2018,6,51,151,58,29,17,30,19
11/2/2018,7,49,158,63,21,13,28,24
11/3/2018,9,47,193,62,23,12,22,24
11/4/2018,7,43,201,48,26,10,21,23
11/5/2018,8,49,169,54,25,8,26,22
11/6/2018,9,49,146,50,28,7,21,25
11/7/2018,8,48,140,58,25,12,21,25
11/8/2018,8,47,145,58,25,10,20,22
11/9/2018,10,49,149,60,19,12,22,24
11/10/2018,7,46,171,60,19,12,21,21
11/11/2018,9,44,185,48,23,10,18,23
11/12/2018,14,48,158,53,23,10,20,27
11/13/2018,15,52,140,52,27,9,23,24
11/14/2018,19,49,127,54,26,11,22,25
11/15/2018,15,50,126,54,29,12,20,28
11/16/2018,13,48,133,54,30,12,21,23
11/17/2018,14,48,126,50,27,11,19,23
11/18/2018,14,44,126,44,24,10,19,22
11/19/2018,13,45,125,50,27,12,25,23
11/20/2018,11,51,116,46,24,15,22,23
11/21/2018,10,50,112,44,23,17,21,25
11/22/2018,6,47,109,45,22,16,17,17
11/23/2018,4,40,114,38,25,15,18,20
11/24/2018,10,40,147,41,24,12,18,15
11/25/2018,12,36,168,44,35,14,19,21
11/26/2018,11,42,137,47,39,10,26,23
11/27/2018,10,39,121,48,40,11,25,23
11/28/2018,11,40,119,51,38,12,26,24
11/29/2018,10,40,119,46,33,9,26,26
11/30/2018,9,42,135,57,27,6,30,25
12/1/2018,11,37,149,58,30,7,24,22
12/2/2018,12,38,151,54,35,12,20,18
12/3/2018,13,43,130,56,38,14,25,26
12/4/2018,11,43,115,46,34,11,27,25
12/5/2018,7,47,119,51,26,11,24,26
12/6/2018,11,43,117,57,24,10,26,25
12/7/2018,10,48,124,58,25,10,30,30
12/8/2018,10,45,151,59,24,5,24,30
12/9/2018,10,40,162,49,21,6,20,25
12/10/2018,8,45,133,47,22,10,29,23
12/11/2018,6,39,126,52,25,13,26,23
12/12/2018,7,40,127,50,22,15,25,23
12/13/2018,11,40,126,54,26,14,26,26
12/14/2018,9,40,122,58,26,13,26,27
12/15/2018,8,43,142,55,30,13,21,21
12/16/2018,7,39,129,46,26,15,23,20
12/17/2018,6,49,120,44,24,10,29,24
12/18/2018,10,50,128,44,29,12,31,26
12/19/2018,12,46,134,48,26,10,27,23
12/20/2018,13,43,135,53,26,9,26,21
12/21/2018,10,38,126,52,26,5,24,17
12/22/2018,9,35,140,47,27,5,22,16
12/23/2018,11,37,127,34,29,6,18,13
12/24/2018,10,39,105,38,25,10,17,10
12/25/2018,8,34,110,35,20,8,15,9
12/26/2018,5,36,124,46,27,9,18,15
12/27/2018,5,41,126,46,29,14,21,16
12/28/2018,10,42,137,43,22,12,18,14
12/29/2018,12,38,139,50,29,11,14,13
12/30/2018,9,36,153,42,26,10,17,15
12/31/2018,5,36,136,54,25,9,16,16
